id,receipt_number,store_id,customer_id,cashier_id,occurred_at,payment_method,item_count,subtotal,vat_amount,total
318,0004-00000861,4,,69,2023-04-06T14:03:00,card,3,15.96,3.16,19.12
319,0007-00000916,7,,109,2023-04-06T17:59:00,card,8,74.52,9.03,83.55
320,0003-00002736,3,20,9,2023-04-06T18:08:00,card,1,2.50,0.25,2.75
321,0006-00001327,6,,23,2023-04-07T14:54:00,card,1,5.29,0.21,5.50
322,0004-00001381,4,615,91,2023-04-08T12:05:00,card,2,6.76,1.22,7.98
323,0004-00001447,4,,91,2023-04-08T17:41:00,card,4,26.26,3.27,29.53
324,0001-00000390,1,,72,2023-04-08T18:39:00,card,1,7.93,0.32,8.25
325,0003-00002170,3,,9,2023-04-08T19:26:00,cash,1,2.72,0.27,2.99
326,0002-00002413,2,,5,2023-04-08T20:00:00,card,1,2.26,0.23,2.49
327,0001-00001168,1,,72,2023-04-08T21:29:00,card,1,2.06,0.43,2.49
328,0001-00001519,1,,72,2023-04-10T16:14:00,voucher,3,14.18,2.23,16.41
329,0001-00002403,1,,72,2023-04-10T20:29:00,cash,1,2.26,0.23,2.49
330,0006-00001641,6,,62,2023-04-11T20:41:00,card,10,40.53,5.72,46.25
331,0004-00002008,4,,91,2023-04-12T12:36:00,card,4,13.63,2.55,16.18
332,0005-00001611,5,69,99,2023-04-12T14:12:00,mobile,1,1.77,0.18,1.95
333,0004-00000908,4,390,69,2023-04-12T19:54:00,card,1,3.26,0.69,3.95
334,0008-00002899,8,,84,2023-04-12T21:56:00,card,4,44.10,8.44,52.54
335,0001-00002699,1,,72,2023-04-13T10:40:00,card,2,6.05,1.24,7.29
336,0003-00001732,3,,9,2023-04-13T19:48:00,card,9,70.44,13.39,83.83
337,0003-00002438,3,831,9,2023-04-13T20:25:00,card,8,53.59,3.86,57.45
338,0007-00000421,7,,10,2023-04-14T11:41:00,card,1,2.64,0.11,2.75
339,0003-00002075,3,445,9,2023-04-14T18:38:00,card,5,18.57,1.83,20.40
340,0003-00002606,3,,9,2023-04-15T11:05:00,mobile,1,3.71,0.78,4.49
341,0007-00001297,7,,18,2023-04-15T13:37:00,cash,2,17.43,2.46,19.89
342,0004-00000495,4,,91,2023-04-15T15:12:00,card,4,18.85,2.23,21.08
343,0003-00000429,3,,9,2023-04-15T19:16:00,card,8,91.11,8.68,99.79
344,0003-00000996,3,274,9,2023-04-15T20:02:00,cash,1,8.18,1.72,9.90
345,0003-00002669,3,198,9,2023-04-16T10:25:00,card,1,7.74,0.31,8.05
346,0003-00000622,3,290,9,2023-04-16T12:24:00,card,6,44.45,6.31,50.76
347,0006-00002873,6,,95,2023-04-16T14:52:00,card,1,7.68,0.31,7.99
348,0001-00000822,1,1,72,2023-04-18T10:21:00,mobile,1,4.21,0.17,4.38
349,0002-00000588,2,,42,2023-04-18T11:22:00,voucher,1,9.05,1.90,10.95
350,0002-00002703,2,337,85,2023-04-18T12:52:00,mobile,2,14.55,2.26,16.81
351,0007-00000589,7,,109,2023-04-19T12:42:00,card,4,33.81,5.31,39.12
352,0007-00000522,7,317,10,2023-04-19T20:59:00,card,5,23.95,2.45,26.40
353,0007-00000310,7,579,18,2023-04-20T10:58:00,card,1,13.41,0.54,13.95
354,0007-00001206,7,,33,2023-04-20T12:40:00,card,1,21.08,0.84,21.92
355,0005-00001151,5,,8,2023-04-20T17:48:00,card,3,10.96,1.03,11.99
356,0004-00002620,4,,91,2023-04-20T19:04:00,cash,1,2.47,0.52,2.99
357,0004-00001687,4,432,69,2023-04-21T14:46:00,mobile,1,2.72,0.27,2.99
358,0004-00001540,4,,91,2023-04-21T16:59:00,card,1,2.89,0.61,3.50
359,0002-00001758,2,,85,2023-04-22T12:01:00,card,10,44.86,6.43,51.29
360,0003-00002482,3,,9,2023-04-22T13:03:00,card,2,28.32,5.95,34.27
361,0002-00002973,2,,98,2023-04-22T16:55:00,card,3,24.70,5.19,29.89
362,0004-00001386,4,,91,2023-04-24T12:39:00,mobile,4,20.93,3.91,24.84
363,0003-00001834,3,823,9,2023-04-24T16:00:00,card,2,26.49,3.47,29.96
364,0008-00001569,8,,84,2023-04-24T19:55:00,mobile,5,14.71,2.23,16.94
365,0002-00002590,2,,77,2023-04-25T14:47:00,cash,1,1.14,0.11,1.25
366,0001-00000776,1,,72,2023-04-25T20:40:00,cash,6,22.65,4.57,27.22
367,0006-00001784,6,,95,2023-04-26T12:00:00,cash,1,2.23,0.22,2.45
368,0007-00002015,7,,109,2023-04-26T14:34:00,cash,3,11.04,1.56,12.60
369,0007-00002900,7,,109,2023-04-26T14:41:00,cash,1,1.65,0.35,2.00
370,0004-00000896,4,,69,2023-04-26T18:30:00,card,2,7.39,1.55,8.94
371,0003-00000242,3,,9,2023-04-26T19:39:00,card,7,72.73,14.31,87.04
372,0004-00001473,4,40,91,2023-04-27T10:56:00,cash,6,27.81,5.83,33.64
373,0004-00000271,4,,69,2023-04-27T11:01:00,card,5,18.95,3.47,22.42
374,0006-00000762,6,469,76,2023-04-27T12:19:00,cash,2,10.11,0.82,10.93
375,0006-00000432,6,,62,2023-04-27T14:12:00,card,1,4.94,1.04,5.98
376,0003-00001535,3,,9,2023-04-28T11:54:00,cash,4,25.42,5.34,30.76
377,0007-00002417,7,,10,2023-04-28T13:59:00,cash,1,9.83,2.07,11.90
378,0002-00001563,2,,85,2023-04-28T16:01:00,card,9,78.07,6.86,84.93
379,0003-00001322,3,870,9,2023-04-28T20:29:00,cash,1,2.84,0.11,2.95
380,0004-00000728,4,,91,2023-04-29T11:02:00,card,1,4.13,0.87,5.00
381,0002-00000174,2,200,85,2023-04-29T11:37:00,card,2,4.52,0.47,4.99
382,0006-00001286,6,,71,2023-04-29T12:03:00,cash,1,3.84,0.15,3.99
383,0005-00000088,5,,89,2023-04-29T12:10:00,card,7,34.10,4.95,39.05
384,0004-00002141,4,,91,2023-04-29T13:55:00,card,2,3.55,0.75,4.30
385,0005-00000978,5,,31,2023-04-29T18:53:00,mobile,5,28.03,3.86,31.89
386,0007-00000785,7,,10,2023-04-29T21:33:00,cash,6,41.80,3.80,45.60
387,0008-00002118,8,,29,2023-05-01T11:51:00,card,4,29.34,5.61,34.95
388,0004-00001668,4,,91,2023-05-01T16:59:00,cash,3,32.15,6.76,38.91
389,0005-00000918,5,,89,2023-05-01T17:03:00,cash,2,7.56,1.14,8.70
390,0002-00002052,2,,42,2023-05-02T18:08:00,card,1,5.78,1.21,6.99
391,0008-00002700,8,886,94,2023-05-02T18:11:00,voucher,2,9.22,1.93,11.15
392,0003-00001195,3,,9,2023-05-02T20:37:00,card,1,0.96,0.04,1.00
393,0008-00002224,8,326,47,2023-05-04T11:04:00,card,2,12.45,2.29,14.74
394,0001-00002836,1,,72,2023-05-04T14:02:00,card,4,50.10,9.32,59.42
395,0002-00000093,2,,98,2023-05-04T19:50:00,card,1,5.93,1.25,7.18
396,0006-00000926,6,519,23,2023-05-04T19:53:00,cash,1,1.01,0.10,1.11
397,0005-00002188,5,,89,2023-05-04T19:53:00,card,1,3.17,0.32,3.49
398,0004-00001762,4,272,69,2023-05-05T10:54:00,cash,1,8.61,0.34,8.95
399,0007-00001990,7,,109,2023-05-05T11:50:00,cash,9,64.00,10.26,74.26
400,0006-00001667,6,,95,2023-05-05T12:58:00,card,1,0.45,0.09,0.54
401,0008-00000102,8,,47,2023-05-05T15:06:00,card,6,42.99,5.60,48.59
402,0002-00000083,2,,85,2023-05-05T17:07:00,card,2,66.72,13.22,79.94
403,0008-00002885,8,469,103,2023-05-05T19:08:00,card,2,4.49,0.45,4.94
404,0005-00001720,5,,8,2023-05-05T20:00:00,cash,1,2.07,0.43,2.50
405,0001-00002922,1,,72,2023-05-06T09:45:00,voucher,1,2.72,0.27,2.99
406,0003-00000447,3,,9,2023-05-06T09:54:00,card,1,1.81,0.18,1.99
407,0006-00001910,6,,95,2023-05-06T10:05:00,card,2,6.12,0.88,7.00
408,0006-00000789,6,,95,2023-05-06T11:38:00,mobile,11,117.93,11.43,129.36
409,0006-00002471,6,,95,2023-05-06T15:17:00,card,3,7.34,1.14,8.48
410,0003-00000345,3,,9,2023-05-06T18:15:00,card,1,7.67,0.31,7.98
411,0002-00000483,2,,85,2023-05-06T19:38:00,cash,1,2.73,0.27,3.00
412,0001-00001326,1,133,72,2023-05-07T18:24:00,card,2,24.67,3.79,28.46
413,0004-00002147,4,,69,2023-05-08T09:28:00,card,1,49.04,1.96,51.00
414,0002-00002977,2,417,98,2023-05-08T09:57:00,card,2,4.34,0.60,4.94
415,0003-00001937,3,,9,2023-05-08T12:15:00,cash,2,5.68,0.79,6.47
416,0004-00000470,4,733,69,2023-05-08T12:58:00,card,3,34.18,2.07,36.25
417,0005-00001980,5,,99,2023-05-08T17:10:00,voucher,9,89.99,10.42,100.41
418,0003-00001816,3,,9,2023-05-08T18:34:00,card,3,104.01,21.85,125.86
419,0006-00002429,6,,62,2023-05-08T18:49:00,card,1,4.77,0.48,5.25
420,0006-00001098,6,,95,2023-05-09T11:47:00,card,3,15.90,1.73,17.63
421,0005-00001279,5,,89,2023-05-09T19:00:00,cash,3,43.08,5.39,48.47
422,0008-00001601,8,668,94,2023-05-09T19:26:00,card,4,9.97,0.99,10.96
423,0006-00000154,6,,95,2023-05-09T20:08:00,cash,1,19.83,4.16,23.99
424,0008-00001516,8,,84,2023-05-10T11:54:00,card,1,7.67,0.31,7.98
425,0004-00001978,4,,91,2023-05-11T12:16:00,cash,8,75.85,9.19,85.04
426,0005-00001898,5,599,99,2023-05-11T12:20:00,card,2,13.22,0.74,13.96
427,0005-00000986,5,,99,2023-05-11T13:16:00,card,2,14.01,2.95,16.96
428,0005-00000749,5,,89,2023-05-11T15:21:00,cash,2,17.43,3.37,20.80
429,0001-00002732,1,,72,2023-05-11T18:21:00,card,1,7.26,0.73,7.99
430,0001-00001454,1,,72,2023-05-12T10:57:00,card,3,16.21,3.30,19.51
431,0002-00000337,2,,42,2023-05-12T11:18:00,card,2,8.93,1.61,10.54
432,0003-00001450,3,,9,2023-05-12T11:33:00,card,1,2.47,0.52,2.99
433,0002-00000814,2,491,85,2023-05-12T13:21:00,card,2,9.27,1.47,10.74
434,0002-00002174,2,,77,2023-05-12T13:58:00,card,3,22.81,4.38,27.19
435,0002-00001922,2,45,85,2023-05-12T18:32:00,mobile,2,10.96,1.98,12.94
436,0004-00000766,4,,69,2023-05-12T19:43:00,voucher,4,35.14,7.03,42.17
437,0007-00001227,7,,73,2023-05-12T21:25:00,cash,1,4.54,0.95,5.49
438,0001-00001257,1,53,72,2023-05-13T14:55:00,card,1,5.77,1.21,6.98
439,0004-00001487,4,,91,2023-05-13T18:40:00,card,4,16.95,3.28,20.23
440,0007-00002870,7,,73,2023-05-15T12:53:00,card,1,1.36,0.14,1.50
441,0002-00000334,2,,98,2023-05-15T13:26:00,mobile,3,22.08,1.64,23.72
442,0007-00001774,7,113,109,2023-05-15T19:50:00,mobile,1,12.39,2.60,14.99
443,0007-00001565,7,814,30,2023-05-16T12:10:00,card,6,18.91,3.12,22.03
444,0001-00001228,1,558,72,2023-05-16T13:53:00,card,1,1.69,0.07,1.76
445,0001-00001932,1,801,72,2023-05-16T14:43:00,mobile,4,56.96,10.83,67.79
446,0001-00001478,1,,72,2023-05-17T12:32:00,card,3,30.65,4.80,35.45
447,0007-00000335,7,889,30,2023-05-17T14:14:00,card,2,3.62,0.36,3.98
448,0006-00001077,6,,95,2023-05-17T18:32:00,card,21,111.98,12.49,124.47
449,0008-00000414,8,,65,2023-05-17T19:11:00,card,6,31.41,6.29,37.70
450,0003-00001491,3,,9,2023-05-18T10:42:00,cash,3,5.35,1.13,6.48
451,0004-00000165,4,,69,2023-05-18T20:16:00,card,2,8.04,1.44,9.48
452,0007-00000842,7,,73,2023-05-18T21:32:00,cash,6,31.07,4.96,36.03
453,0007-00000961,7,,55,2023-05-19T12:39:00,card,4,30.94,4.92,35.86
454,0006-00000500,6,,23,2023-05-19T13:07:00,card,2,11.41,2.39,13.80
455,0004-00000620,4,,69,2023-05-19T13:59:00,card,4,19.49,3.61,23.10
456,0002-00002445,2,568,5,2023-05-19T14:31:00,mobile,2,29.94,6.29,36.23
457,0002-00001410,2,,5,2023-05-19T17:26:00,voucher,8,43.51,8.59,52.10
458,0007-00001961,7,325,109,2023-05-19T18:50:00,cash,2,18.09,3.62,21.71
459,0005-00000194,5,,99,2023-05-19T19:03:00,card,2,21.28,1.45,22.73
460,0004-00001175,4,,91,2023-05-19T21:19:00,card,3,43.98,5.48,49.46
461,0008-00001008,8,,47,2023-05-20T13:07:00,card,1,3.55,0.35,3.90
462,0008-00002893,8,,28,2023-05-20T16:34:00,card,8,81.98,13.20,95.18
463,0002-00000982,2,710,77,2023-05-20T18:07:00,card,2,32.18,6.75,38.93
464,0004-00002010,4,,91,2023-05-21T11:59:00,card,4,40.19,8.44,48.63
465,0006-00001651,6,432,95,2023-05-21T17:30:00,card,3,16.94,2.98,19.92
466,0001-00002599,1,,72,2023-05-22T10:46:00,cash,5,16.82,3.00,19.82
467,0008-00002636,8,,103,2023-05-22T17:06:00,mobile,4,40.98,6.27,47.25
468,0008-00001035,8,,28,2023-05-22T19:24:00,cash,1,3.49,0.73,4.22
469,0007-00000782,7,,55,2023-05-23T11:28:00,card,9,58.71,6.65,65.36
470,0001-00000018,1,,72,2023-05-23T11:49:00,card,11,97.86,18.41,116.27
471,0008-00000788,8,,65,2023-05-24T10:45:00,mobile,3,15.58,2.56,18.14
472,0007-00000047,7,,10,2023-05-24T19:58:00,mobile,1,8.65,0.35,9.00
473,0002-00001760,2,,42,2023-05-24T20:56:00,card,6,82.07,11.31,93.38
474,0005-00001930,5,,31,2023-05-25T17:03:00,cash,1,4.12,0.87,4.99
475,0008-00002682,8,,65,2023-05-25T18:29:00,card,1,2.50,0.25,2.75
476,0002-00000019,2,881,77,2023-05-26T12:01:00,card,11,42.48,5.53,48.01
477,0004-00001043,4,561,69,2023-05-26T13:02:00,card,7,116.87,21.46,138.33
478,0003-00002265,3,,9,2023-05-26T15:14:00,card,7,63.05,10.06,73.11
479,0002-00001871,2,412,77,2023-05-26T17:06:00,card,4,9.54,1.42,10.96
480,0006-00002435,6,,76,2023-05-26T17:20:00,card,7,31.13,5.84,36.97
481,0006-00001544,6,596,62,2023-05-26T18:28:00,card,5,20.66,2.73,23.39
482,0004-00002511,4,,69,2023-05-26T19:46:00,card,1,16.49,3.46,19.95
483,0004-00000148,4,,69,2023-05-26T19:47:00,cash,6,27.86,4.95,32.81
484,0004-00001156,4,,91,2023-05-27T13:52:00,mobile,2,8.05,1.69,9.74
485,0002-00000650,2,,5,2023-05-27T19:11:00,mobile,3,38.82,8.15,46.97
486,0005-00000540,5,,31,2023-05-28T12:01:00,card,2,23.55,4.94,28.49
487,0004-00000163,4,,91,2023-05-28T13:24:00,card,1,4.95,1.04,5.99
488,0004-00000730,4,870,91,2023-05-29T12:09:00,card,1,2.50,0.25,2.75
489,0004-00001518,4,787,91,2023-05-29T12:35:00,card,3,7.96,1.47,9.43
490,0005-00000617,5,,8,2023-05-29T13:00:00,card,5,30.54,5.05,35.59
491,0004-00000293,4,,91,2023-05-29T13:34:00,card,4,42.57,8.79,51.36
492,0005-00002474,5,895,16,2023-05-29T13:57:00,cash,1,5.44,0.54,5.98
493,0002-00001266,2,610,5,2023-05-29T15:52:00,card,2,22.70,4.77,27.47
494,0001-00001408,1,,72,2023-05-29T16:23:00,card,5,36.76,5.13,41.89
495,0003-00002674,3,,9,2023-05-29T18:19:00,cash,1,9.55,0.95,10.50
496,0005-00001705,5,,16,2023-05-30T14:16:00,cash,1,6.57,1.38,7.95
497,0004-00002117,4,,91,2023-05-30T17:41:00,cash,6,39.67,6.67,46.34
498,0008-00001575,8,,21,2023-05-30T19:52:00,card,4,23.40,2.32,25.72
499,0002-00002663,2,,77,2023-05-30T20:29:00,voucher,9,95.35,9.51,104.86
500,0002-00002868,2,,42,2023-05-31T14:49:00,cash,1,2.68,0.27,2.95
501,0001-00002996,1,,72,2023-05-31T16:03:00,card,7,61.73,7.22,68.95
502,0003-00000519,3,,9,2023-05-31T19:48:00,card,2,16.69,3.10,19.79
503,0003-00000473,3,,9,2023-06-02T12:11:00,cash,1,1.20,0.05,1.25
504,0008-00002273,8,,84,2023-06-02T16:43:00,card,3,17.92,2.82,20.74
505,0005-00002324,5,,16,2023-06-02T16:58:00,card,6,36.45,4.77,41.22
506,0008-00000663,8,,21,2023-06-03T09:01:00,cash,1,4.53,0.45,4.98
507,0002-00000605,2,,42,2023-06-03T17:16:00,card,1,7.41,1.56,8.97
508,0005-00000193,5,,31,2023-06-03T18:49:00,cash,9,96.47,12.54,109.01
509,0003-00000160,3,,9,2023-06-04T12:29:00,card,5,63.90,12.25,76.15
510,0002-00002307,2,,98,2023-06-04T19:47:00,card,10,41.76,4.97,46.73
511,0008-00000440,8,,61,2023-06-04T21:26:00,card,1,11.44,0.46,11.90
512,0003-00002430,3,,9,2023-06-05T10:48:00,card,1,4.92,1.03,5.95
513,0008-00001166,8,865,28,2023-06-05T11:05:00,voucher,1,7.41,1.56,8.97
514,0002-00002591,2,,85,2023-06-05T12:34:00,card,9,97.62,12.65,110.27
515,0002-00000146,2,663,5,2023-06-05T12:56:00,cash,4,25.30,2.43,27.73
516,0007-00002038,7,,55,2023-06-05T13:05:00,card,5,17.67,2.78,20.45
517,0006-00002363,6,679,71,2023-06-05T13:23:00,card,5,33.16,4.09,37.25
518,0002-00002675,2,29,85,2023-06-05T14:51:00,card,1,3.30,0.69,3.99
519,0002-00002818,2,,77,2023-06-05T18:04:00,cash,5,28.27,3.40,31.67
520,0003-00000940,3,,9,2023-06-06T10:53:00,mobile,6,31.58,5.89,37.47
521,0006-00002679,6,,76,2023-06-06T12:54:00,card,2,10.28,1.17,11.45
522,0005-00002353,5,893,31,2023-06-06T17:27:00,card,10,45.11,8.80,53.91
523,0007-00001400,7,,33,2023-06-06T19:43:00,card,5,30.05,5.42,35.47
524,0002-00000162,2,,42,2023-06-07T17:12:00,card,2,20.66,4.33,24.99
525,0002-00001702,2,,77,2023-06-08T10:33:00,card,2,13.79,0.55,14.34
526,0008-00001328,8,,28,2023-06-08T12:43:00,card,2,12.37,2.60,14.97
527,0007-00001649,7,,55,2023-06-08T13:31:00,cash,9,73.12,13.20,86.32
528,0003-00001628,3,897,9,2023-06-08T16:36:00,mobile,1,4.55,0.95,5.50
529,0001-00002926,1,,72,2023-06-08T20:06:00,card,2,9.66,1.78,11.44
530,0007-00002146,7,,33,2023-06-09T16:21:00,card,4,33.20,4.20,37.40
531,0005-00002799,5,220,89,2023-06-09T17:30:00,card,1,5.44,0.54,5.98
532,0002-00001914,2,217,85,2023-06-09T19:41:00,card,1,20.98,0.84,21.82
533,0003-00000360,3,,9,2023-06-09T20:36:00,card,2,9.65,1.83,11.48
534,0002-00001178,2,,85,2023-06-10T12:09:00,card,2,23.53,1.92,25.45
535,0003-00001497,3,,9,2023-06-10T18:34:00,card,1,4.92,1.03,5.95
536,0002-00002529,2,,42,2023-06-11T13:54:00,card,1,3.07,0.12,3.19
537,0006-00001504,6,,62,2023-06-11T20:48:00,card,4,14.44,2.26,16.70
538,0001-00002993,1,,72,2023-06-12T21:29:00,card,2,7.37,1.37,8.74
539,0004-00001556,4,373,91,2023-06-13T09:54:00,mobile,1,6.60,1.38,7.98
540,0004-00002626,4,,69,2023-06-13T10:09:00,card,9,120.01,23.31,143.32
541,0006-00000893,6,,76,2023-06-13T12:34:00,card,4,13.57,1.56,15.13
542,0002-00001639,2,,5,2023-06-13T14:39:00,card,2,10.40,1.53,11.93
543,0003-00001645,3,,9,2023-06-14T10:45:00,card,3,8.63,1.81,10.44
544,0003-00000547,3,,9,2023-06-14T11:29:00,card,1,8.61,0.34,8.95
545,0006-00000317,6,,62,2023-06-14T12:55:00,card,10,72.90,11.00,83.90
546,0007-00001899,7,,30,2023-06-14T17:20:00,card,8,70.29,10.08,80.37
547,0006-00000511,6,,95,2023-06-15T16:20:00,card,2,5.31,0.63,5.94
548,0007-00002468,7,,10,2023-06-15T16:39:00,card,10,82.23,14.35,96.58
549,0007-00000684,7,413,73,2023-06-15T20:42:00,cash,11,69.64,10.27,79.91
550,0003-00001192,3,,9,2023-06-15T21:26:00,card,1,3.27,0.33,3.60
551,0003-00001865,3,,9,2023-06-16T12:00:00,mobile,6,27.39,3.38,30.77
552,0008-00000475,8,,61,2023-06-16T14:24:00,cash,2,11.21,1.75,12.96
553,0008-00000354,8,,65,2023-06-16T17:19:00,mobile,1,9.71,2.04,11.75
554,0006-00000253,6,218,95,2023-06-16T18:27:00,card,10,45.47,8.53,54.00
555,0004-00002208,4,757,69,2023-06-16T19:08:00,cash,1,2.84,0.11,2.95
556,0001-00000868,1,,72,2023-06-16T19:31:00,cash,1,4.53,0.45,4.98
557,0004-00001807,4,,69,2023-06-16T19:57:00,mobile,2,8.51,1.48,9.99
558,0004-00001697,4,,69,2023-06-18T11:12:00,cash,1,1.36,0.14,1.50
559,0008-00002358,8,852,65,2023-06-18T19:35:00,mobile,14,81.29,12.76,94.05
560,0004-00000164,4,,91,2023-06-19T12:42:00,card,3,21.42,4.51,25.93
561,0003-00002512,3,,9,2023-06-19T13:54:00,card,2,10.30,2.17,12.47
562,0006-00001433,6,,95,2023-06-19T15:16:00,card,4,29.96,4.80,34.76
563,0004-00000100,4,,91,2023-06-19T16:17:00,card,1,5.44,0.54,5.98
564,0003-00002246,3,,9,2023-06-19T17:00:00,cash,5,43.79,8.17,51.96
565,0003-00002808,3,,9,2023-06-19T17:31:00,cash,3,21.05,4.42,25.47
566,0004-00001878,4,,91,2023-06-19T19:45:00,cash,2,9.75,1.70,11.45
567,0002-00002401,2,,42,2023-06-19T20:35:00,card,3,12.14,1.85,13.99
568,0005-00000361,5,,89,2023-06-19T20:58:00,card,6,28.12,5.65,33.77
569,0008-00002349,8,,94,2023-06-20T18:10:00,cash,2,5.56,0.93,6.49
570,0004-00000114,4,885,91,2023-06-21T10:01:00,card,2,4.37,0.37,4.74
571,0004-00000777,4,,91,2023-06-21T13:11:00,mobile,1,2.89,0.61,3.50
572,0007-00001724,7,,55,2023-06-21T19:08:00,card,1,10.09,0.40,10.49
573,0008-00001483,8,,28,2023-06-22T21:32:00,cash,2,4.32,0.66,4.98
574,0005-00001307,5,,89,2023-06-23T09:37:00,cash,3,9.62,1.69,11.31
575,0004-00001586,4,428,91,2023-06-23T14:23:00,card,1,34.60,1.38,35.98
576,0007-00001562,7,,30,2023-06-23T15:48:00,cash,1,9.90,2.08,11.98
577,0007-00001889,7,,30,2023-06-23T20:37:00,voucher,2,26.38,4.57,30.95
578,0008-00001083,8,491,28,2023-06-24T10:25:00,card,3,23.60,4.87,28.47
579,0004-00001049,4,,69,2023-06-24T11:01:00,card,3,18.25,2.65,20.90
580,0004-00002284,4,,91,2023-06-24T11:32:00,card,1,14.41,0.58,14.99
581,0005-00000598,5,861,16,2023-06-24T12:35:00,cash,4,18.96,1.92,20.88
582,0008-00001800,8,196,61,2023-06-24T13:25:00,voucher,15,147.94,26.12,174.06
583,0002-00002154,2,,77,2023-06-24T18:04:00,card,3,39.94,3.01,42.95
584,0002-00002574,2,,5,2023-06-25T15:35:00,card,1,2.06,0.43,2.49
585,0006-00002817,6,,23,2023-06-25T20:57:00,card,3,14.82,1.15,15.97
586,0008-00001652,8,24,21,2023-06-26T17:09:00,card,5,28.21,3.58,31.79
587,0006-00001517,6,,23,2023-06-26T18:50:00,card,2,26.33,2.63,28.96
588,0001-00002530,1,,72,2023-06-26T19:20:00,cash,4,21.56,3.13,24.69
589,0003-00001882,3,,9,2023-06-27T10:36:00,card,1,10.74,2.25,12.99
590,0007-00000033,7,,18,2023-06-27T16:20:00,card,4,45.47,8.11,53.58
591,0007-00002716,7,,30,2023-06-27T20:05:00,card,2,50.03,6.91,56.94
592,0003-00000566,3,,9,2023-06-27T20:09:00,card,1,9.05,0.91,9.96
593,0006-00002903,6,,62,2023-06-28T09:56:00,card,1,14.75,3.10,17.85
594,0006-00002301,6,326,76,2023-06-29T19:27:00,card,5,21.32,3.28,24.60
595,0007-00001122,7,,73,2023-06-30T12:53:00,card,1,2.40,0.10,2.50
596,0005-00002837,5,,31,2023-06-30T19:59:00,mobile,1,3.51,0.74,4.25
597,0008-00002786,8,334,103,2023-07-01T12:24:00,card,2,7.54,1.21,8.75
598,0006-00001242,6,,23,2023-07-01T14:56:00,card,3,23.33,4.90,28.23
599,0003-00000824,3,,9,2023-07-02T14:14:00,card,1,5.28,0.21,5.49
600,0004-00002108,4,,69,2023-07-02T19:41:00,card,4,9.35,0.57,9.92
601,0002-00001205,2,133,5,2023-07-02T20:08:00,mobile,1,2.06,0.43,2.49
602,0002-00001656,2,,42,2023-07-03T09:40:00,cash,7,82.57,11.66,94.23
603,0002-00002948,2,,42,2023-07-03T16:57:00,card,1,3.55,0.35,3.90
604,0007-00000833,7,,18,2023-07-03T19:24:00,cash,1,32.98,6.92,39.90
605,0003-00002496,3,,9,2023-07-03T20:26:00,card,6,17.89,2.13,20.02
606,0008-00000326,8,,65,2023-07-04T18:25:00,card,2,5.20,0.42,5.62
607,0008-00002096,8,,47,2023-07-05T16:32:00,card,6,29.32,4.50,33.82
608,0008-00002896,8,,84,2023-07-05T20:29:00,card,10,60.27,10.21,70.48
609,0001-00002296,1,,72,2023-07-06T10:07:00,card,1,3.26,0.69,3.95
610,0008-00000809,8,,29,2023-07-06T15:50:00,card,1,2.47,0.52,2.99
611,0005-00002093,5,,8,2023-07-06T18:10:00,mobile,3,15.04,3.16,18.20
612,0003-00002743,3,,9,2023-07-06T19:48:00,card,11,126.31,22.49,148.80
613,0005-00002705,5,,31,2023-07-07T09:08:00,card,3,53.11,3.80,56.91
614,0004-00002106,4,,91,2023-07-07T09:44:00,card,1,9.54,2.00,11.54
615,0002-00000367,2,,5,2023-07-07T14:25:00,card,2,34.34,5.87,40.21
616,0001-00000577,1,,72,2023-07-07T19:33:00,card,3,18.06,3.51,21.57
617,0008-00001495,8,,28,2023-07-08T11:44:00,card,5,24.91,2.90,27.81
618,0001-00002612,1,640,72,2023-07-08T13:23:00,card,13,79.70,8.14,87.84
619,0002-00002356,2,861,85,2023-07-08T13:36:00,mobile,1,11.39,0.46,11.85
620,0002-00002724,2,,42,2023-07-08T14:29:00,mobile,1,14.37,0.58,14.95
621,0001-00002965,1,500,72,2023-07-08T15:55:00,mobile,1,4.94,1.04,5.98
622,0008-00001968,8,83,21,2023-07-08T18:37:00,cash,2,6.41,1.35,7.76
623,0001-00000973,1,,72,2023-07-08T18:53:00,cash,1,29.73,6.24,35.97
624,0002-00002737,2,,42,2023-07-08T19:21:00,card,2,14.43,3.03,17.46
625,0004-00002293,4,,91,2023-07-08T19:39:00,card,1,3.26,0.69,3.95
626,0003-00001133,3,,9,2023-07-09T11:21:00,card,3,12.61,0.50,13.11
627,0007-00001382,7,,18,2023-07-09T13:49:00,card,4,17.72,1.69,19.41
628,0006-00002580,6,,23,2023-07-09T18:07:00,cash,2,18.57,3.90,22.47
629,0003-00000618,3,538,9,2023-07-10T12:05:00,card,8,44.90,8.17,53.07
630,0002-00000793,2,273,5,2023-07-10T12:33:00,card,4,47.32,9.93,57.25
631,0006-00001359,6,,23,2023-07-10T20:56:00,card,1,2.70,0.27,2.97
632,0008-00000572,8,,21,2023-07-12T17:23:00,card,6,32.15,6.06,38.21
633,0001-00001213,1,,72,2023-07-12T19:12:00,card,1,1.81,0.18,1.99
634,0002-00000897,2,,85,2023-07-13T11:47:00,mobile,1,6.60,1.39,7.99
635,0004-00002860,4,827,69,2023-07-13T17:49:00,card,2,14.41,0.57,14.98
