id,ticker,company_name,trade_date,open_price,high_price,low_price,close_price,volume
325,MRDN,Meridiano Industrial,2024-06-05,38.16,38.26,38.01,38.10,222459
326,NRTH,Northwind Farmacéutica,2024-06-05,92.18,94.14,90.94,93.26,419012
327,OKVL,Oakvale Construcción,2024-06-05,7.81,7.96,7.65,7.69,214133
328,PNFD,Pinefield Logística,2024-06-05,28.83,29.84,28.40,29.48,659251
329,STNB,Stonebridge Seguros,2024-06-05,47.86,48.01,47.24,47.83,229110
330,VGRE,Vega Renovables,2024-06-05,75.52,75.84,75.46,75.76,169995
331,ARCD,Arcadia Telecom,2024-06-06,9.57,9.75,9.37,9.37,326747
332,BLHB,Blue Harbour Naval,2024-06-06,31.17,31.99,30.71,31.58,317770
333,CALDR,Caldera Energía,2024-06-06,14.01,14.51,13.85,14.32,397377
334,LKVW,Lakeview Alimentación,2024-06-06,12.06,12.08,12.06,12.08,296189
335,MRDN,Meridiano Industrial,2024-06-06,38.07,38.40,37.49,37.85,272841
336,NRTH,Northwind Farmacéutica,2024-06-06,93.56,93.77,93.30,93.73,192835
337,OKVL,Oakvale Construcción,2024-06-06,7.66,8.05,7.57,7.81,302603
338,PNFD,Pinefield Logística,2024-06-06,29.52,30.10,29.09,29.86,183409
339,STNB,Stonebridge Seguros,2024-06-06,47.34,48.60,47.10,48.54,208224
340,VGRE,Vega Renovables,2024-06-06,76.53,80.58,73.74,79.33,754775
341,ARCD,Arcadia Telecom,2024-06-07,9.33,9.38,8.79,9.07,363831
342,BLHB,Blue Harbour Naval,2024-06-07,31.49,32.85,31.27,32.26,270708
343,CALDR,Caldera Energía,2024-06-07,14.24,14.46,14.13,14.34,231912
344,LKVW,Lakeview Alimentación,2024-06-07,12.05,12.07,11.99,12.03,224548
345,MRDN,Meridiano Industrial,2024-06-07,37.98,38.83,37.65,38.32,184312
346,NRTH,Northwind Farmacéutica,2024-06-07,93.72,93.75,93.15,93.43,269945
347,OKVL,Oakvale Construcción,2024-06-07,7.76,7.79,7.61,7.70,275605
348,PNFD,Pinefield Logística,2024-06-07,29.57,32.73,29.30,31.02,703486
349,STNB,Stonebridge Seguros,2024-06-07,48.73,49.53,46.42,47.58,305196
350,VGRE,Vega Renovables,2024-06-07,79.10,85.80,76.18,82.15,542460
351,ARCD,Arcadia Telecom,2024-06-10,9.13,9.19,8.89,8.99,265609
352,BLHB,Blue Harbour Naval,2024-06-10,32.13,32.89,32.00,32.36,149760
353,CALDR,Caldera Energía,2024-06-10,14.26,14.27,14.12,14.16,344637
354,LKVW,Lakeview Alimentación,2024-06-10,12.01,12.13,12.01,12.07,176672
355,MRDN,Meridiano Industrial,2024-06-10,38.50,39.01,38.16,38.88,205552
356,NRTH,Northwind Farmacéutica,2024-06-10,92.68,95.33,92.61,94.17,89689
357,OKVL,Oakvale Construcción,2024-06-10,7.67,7.82,7.66,7.82,242345
358,PNFD,Pinefield Logística,2024-06-10,31.29,31.64,30.87,31.40,280286
359,STNB,Stonebridge Seguros,2024-06-10,47.79,48.07,47.33,47.57,203851
360,VGRE,Vega Renovables,2024-06-10,82.12,85.35,80.00,84.56,219709
361,ARCD,Arcadia Telecom,2024-06-11,8.98,9.07,8.83,8.90,306962
362,BLHB,Blue Harbour Naval,2024-06-11,32.51,32.62,30.84,31.74,322327
363,CALDR,Caldera Energía,2024-06-11,14.14,14.62,13.77,14.53,360518
364,LKVW,Lakeview Alimentación,2024-06-11,12.08,12.19,12.05,12.19,226486
365,MRDN,Meridiano Industrial,2024-06-11,39.11,39.76,38.70,38.83,239178
366,NRTH,Northwind Farmacéutica,2024-06-11,93.93,94.92,93.17,94.18,104091
367,OKVL,Oakvale Construcción,2024-06-11,7.83,7.88,7.70,7.76,181558
368,PNFD,Pinefield Logística,2024-06-11,30.93,32.63,30.86,32.00,374215
369,STNB,Stonebridge Seguros,2024-06-11,47.35,47.81,46.59,46.92,185434
370,VGRE,Vega Renovables,2024-06-11,85.45,86.97,84.68,85.85,269508
371,ARCD,Arcadia Telecom,2024-06-12,8.90,8.96,8.58,8.73,268972
372,BLHB,Blue Harbour Naval,2024-06-12,31.55,31.99,31.53,31.79,262853
373,CALDR,Caldera Energía,2024-06-12,14.39,14.79,14.32,14.72,366352
374,LKVW,Lakeview Alimentación,2024-06-12,12.13,12.24,11.99,12.04,427491
375,MRDN,Meridiano Industrial,2024-06-12,39.16,39.29,38.97,39.05,139631
376,NRTH,Northwind Farmacéutica,2024-06-12,93.67,95.13,93.59,94.25,202654
377,OKVL,Oakvale Construcción,2024-06-12,7.78,7.80,7.71,7.74,187210
378,PNFD,Pinefield Logística,2024-06-12,31.97,33.70,30.84,32.90,566852
379,STNB,Stonebridge Seguros,2024-06-12,46.77,47.07,45.34,45.80,587780
380,VGRE,Vega Renovables,2024-06-12,85.43,85.65,85.29,85.45,218400
381,ARCD,Arcadia Telecom,2024-06-13,8.77,8.85,8.73,8.82,50447
382,BLHB,Blue Harbour Naval,2024-06-13,31.81,31.83,31.81,31.82,166056
383,CALDR,Caldera Energía,2024-06-13,14.61,14.92,13.52,14.00,677780
384,LKVW,Lakeview Alimentación,2024-06-13,11.95,12.00,11.85,11.90,458057
385,MRDN,Meridiano Industrial,2024-06-13,39.00,39.25,37.78,38.15,337753
386,NRTH,Northwind Farmacéutica,2024-06-13,94.20,96.78,92.92,95.47,425182
387,OKVL,Oakvale Construcción,2024-06-13,7.73,7.90,7.37,7.55,277263
388,PNFD,Pinefield Logística,2024-06-13,32.66,34.27,32.45,34.20,534524
389,STNB,Stonebridge Seguros,2024-06-13,45.99,46.49,44.76,45.50,172378
390,VGRE,Vega Renovables,2024-06-13,85.21,88.22,83.94,86.51,244422
391,ARCD,Arcadia Telecom,2024-06-14,8.81,8.97,8.66,8.89,110750
392,BLHB,Blue Harbour Naval,2024-06-14,31.75,31.91,30.98,31.01,387702
393,CALDR,Caldera Energía,2024-06-14,14.01,14.43,13.66,13.85,161322
394,LKVW,Lakeview Alimentación,2024-06-14,11.95,12.20,11.70,12.16,348811
395,MRDN,Meridiano Industrial,2024-06-14,38.28,38.49,37.84,37.97,210760
396,NRTH,Northwind Farmacéutica,2024-06-14,96.24,96.46,94.98,95.92,294882
397,OKVL,Oakvale Construcción,2024-06-14,7.54,7.66,7.46,7.65,324347
398,PNFD,Pinefield Logística,2024-06-14,33.98,35.88,33.05,35.66,1162464
399,STNB,Stonebridge Seguros,2024-06-14,45.63,46.66,44.62,46.63,520204
400,VGRE,Vega Renovables,2024-06-14,86.63,88.46,81.62,83.60,642068
401,ARCD,Arcadia Telecom,2024-06-17,8.84,8.87,8.78,8.87,213207
402,BLHB,Blue Harbour Naval,2024-06-17,31.01,31.12,30.78,31.01,177491
403,CALDR,Caldera Energía,2024-06-17,13.76,13.89,13.61,13.65,317077
404,LKVW,Lakeview Alimentación,2024-06-17,12.21,12.32,12.13,12.17,156534
405,MRDN,Meridiano Industrial,2024-06-17,37.90,37.95,37.90,37.93,279973
406,NRTH,Northwind Farmacéutica,2024-06-17,95.63,96.37,93.71,94.60,421140
407,OKVL,Oakvale Construcción,2024-06-17,7.61,7.90,7.47,7.77,420530
408,PNFD,Pinefield Logística,2024-06-17,36.23,36.52,35.87,35.94,238746
409,STNB,Stonebridge Seguros,2024-06-17,46.51,48.14,43.54,45.26,226447
410,VGRE,Vega Renovables,2024-06-17,82.62,90.05,81.17,86.22,650255
411,ARCD,Arcadia Telecom,2024-06-18,8.92,9.13,8.69,8.84,122004
412,BLHB,Blue Harbour Naval,2024-06-18,31.06,31.28,30.16,30.62,346132
413,CALDR,Caldera Energía,2024-06-18,13.76,13.89,13.58,13.61,150055
414,LKVW,Lakeview Alimentación,2024-06-18,12.12,12.18,12.09,12.12,172731
415,MRDN,Meridiano Industrial,2024-06-18,37.92,37.93,37.66,37.82,170740
416,NRTH,Northwind Farmacéutica,2024-06-18,94.48,97.09,93.58,95.85,297754
417,OKVL,Oakvale Construcción,2024-06-18,7.82,8.04,7.64,7.94,436685
418,PNFD,Pinefield Logística,2024-06-18,35.97,37.82,35.51,36.63,488822
419,STNB,Stonebridge Seguros,2024-06-18,45.23,45.30,45.18,45.21,91332
420,VGRE,Vega Renovables,2024-06-18,86.31,86.92,82.95,84.72,271256
421,ARCD,Arcadia Telecom,2024-06-19,8.80,9.04,8.72,8.93,208524
422,BLHB,Blue Harbour Naval,2024-06-19,30.67,31.40,29.68,30.25,176203
423,CALDR,Caldera Energía,2024-06-19,13.54,13.64,13.32,13.42,244057
424,LKVW,Lakeview Alimentación,2024-06-19,12.09,12.16,12.03,12.07,153845
425,MRDN,Meridiano Industrial,2024-06-19,37.78,38.75,37.58,38.18,362782
426,NRTH,Northwind Farmacéutica,2024-06-19,96.12,96.73,95.85,96.54,270538
427,OKVL,Oakvale Construcción,2024-06-19,7.93,8.05,7.88,8.01,148911
428,PNFD,Pinefield Logística,2024-06-19,36.57,36.63,36.50,36.59,287960
429,STNB,Stonebridge Seguros,2024-06-19,45.17,45.71,44.72,45.61,200171
430,VGRE,Vega Renovables,2024-06-19,84.17,86.25,80.48,81.22,692700
431,ARCD,Arcadia Telecom,2024-06-20,8.94,8.94,8.94,8.94,303205
432,BLHB,Blue Harbour Naval,2024-06-20,30.18,30.72,29.49,29.52,452891
433,CALDR,Caldera Energía,2024-06-20,13.35,13.95,13.29,13.72,336147
434,LKVW,Lakeview Alimentación,2024-06-20,12.06,12.18,11.96,12.17,266028
435,MRDN,Meridiano Industrial,2024-06-20,38.18,38.40,37.87,38.11,285615
436,NRTH,Northwind Farmacéutica,2024-06-20,96.70,97.10,96.43,96.97,332917
437,OKVL,Oakvale Construcción,2024-06-20,8.01,8.01,8.01,8.01,168754
438,PNFD,Pinefield Logística,2024-06-20,37.11,37.89,36.34,37.40,434847
439,STNB,Stonebridge Seguros,2024-06-20,45.42,47.09,44.75,46.19,391544
440,VGRE,Vega Renovables,2024-06-20,81.88,83.51,78.95,80.31,235047
441,ARCD,Arcadia Telecom,2024-06-21,8.90,8.95,8.70,8.81,365301
442,BLHB,Blue Harbour Naval,2024-06-21,29.39,30.32,28.91,29.86,475425
443,CALDR,Caldera Energía,2024-06-21,13.60,13.80,13.53,13.69,173769
444,LKVW,Lakeview Alimentación,2024-06-21,12.15,12.31,12.12,12.24,167990
445,MRDN,Meridiano Industrial,2024-06-21,38.06,38.17,37.92,38.00,253837
446,NRTH,Northwind Farmacéutica,2024-06-21,97.09,97.70,95.67,96.02,288816
447,OKVL,Oakvale Construcción,2024-06-21,7.99,8.26,7.79,8.09,102227
448,PNFD,Pinefield Logística,2024-06-21,36.98,38.58,36.70,38.52,586739
449,STNB,Stonebridge Seguros,2024-06-21,46.14,46.64,45.26,45.64,305827
450,VGRE,Vega Renovables,2024-06-21,79.96,84.44,78.91,82.08,439797
451,ARCD,Arcadia Telecom,2024-06-24,8.88,8.95,8.75,8.81,142930
452,BLHB,Blue Harbour Naval,2024-06-24,29.70,31.00,29.28,30.27,323198
453,CALDR,Caldera Energía,2024-06-24,13.67,14.11,13.64,14.02,359543
454,LKVW,Lakeview Alimentación,2024-06-24,12.26,12.44,11.97,12.09,307129
455,MRDN,Meridiano Industrial,2024-06-24,37.94,37.96,37.68,37.88,330183
456,NRTH,Northwind Farmacéutica,2024-06-24,95.96,99.05,95.68,98.55,564017
457,OKVL,Oakvale Construcción,2024-06-24,8.09,8.29,8.01,8.21,266538
458,PNFD,Pinefield Logística,2024-06-24,38.61,39.87,36.25,37.45,578339
459,STNB,Stonebridge Seguros,2024-06-24,45.79,46.15,45.26,45.53,225145
460,VGRE,Vega Renovables,2024-06-24,83.31,83.43,82.77,83.10,175977
461,ARCD,Arcadia Telecom,2024-06-25,8.82,8.83,8.65,8.76,282870
462,BLHB,Blue Harbour Naval,2024-06-25,30.23,30.36,29.92,30.31,181162
463,CALDR,Caldera Energía,2024-06-25,14.17,14.20,13.63,14.00,137120
464,LKVW,Lakeview Alimentación,2024-06-25,12.09,12.09,12.07,12.09,226827
465,MRDN,Meridiano Industrial,2024-06-25,38.11,38.14,38.09,38.12,220475
466,NRTH,Northwind Farmacéutica,2024-06-25,97.39,101.33,94.83,100.06,347636
467,OKVL,Oakvale Construcción,2024-06-25,8.23,8.29,8.19,8.28,173324
468,PNFD,Pinefield Logística,2024-06-25,37.85,38.22,37.21,38.11,178009
469,STNB,Stonebridge Seguros,2024-06-25,45.45,45.65,44.99,45.17,124658
470,VGRE,Vega Renovables,2024-06-25,82.11,84.30,81.65,84.08,250257
471,ARCD,Arcadia Telecom,2024-06-26,8.78,8.87,8.19,8.54,252629
472,BLHB,Blue Harbour Naval,2024-06-26,30.32,30.79,30.29,30.70,144917
473,CALDR,Caldera Energía,2024-06-26,14.04,14.34,13.43,13.79,353739
474,LKVW,Lakeview Alimentación,2024-06-26,12.06,12.26,12.05,12.22,254575
475,MRDN,Meridiano Industrial,2024-06-26,38.19,38.24,37.64,37.65,197911
476,NRTH,Northwind Farmacéutica,2024-06-26,99.67,100.08,98.20,99.07,308923
477,OKVL,Oakvale Construcción,2024-06-26,8.26,8.42,8.12,8.39,356356
478,PNFD,Pinefield Logística,2024-06-26,38.49,39.50,36.20,37.31,426010
479,STNB,Stonebridge Seguros,2024-06-26,45.16,45.24,45.03,45.17,92799
480,VGRE,Vega Renovables,2024-06-26,84.51,87.65,81.71,87.15,704795
481,ARCD,Arcadia Telecom,2024-06-27,8.56,8.56,8.56,8.56,184255
482,BLHB,Blue Harbour Naval,2024-06-27,30.53,32.72,30.43,31.75,353344
483,CALDR,Caldera Energía,2024-06-27,13.84,13.89,13.84,13.88,227116
484,LKVW,Lakeview Alimentación,2024-06-27,12.30,12.51,11.86,12.08,221370
485,MRDN,Meridiano Industrial,2024-06-27,37.80,38.02,37.72,37.99,188714
486,NRTH,Northwind Farmacéutica,2024-06-27,99.09,99.68,98.43,98.87,207172
487,OKVL,Oakvale Construcción,2024-06-27,8.40,8.41,8.38,8.40,257987
488,PNFD,Pinefield Logística,2024-06-27,37.88,37.94,37.15,37.71,298890
489,STNB,Stonebridge Seguros,2024-06-27,45.10,46.25,43.63,44.35,193300
490,VGRE,Vega Renovables,2024-06-27,87.61,90.31,86.12,89.16,226657
491,ARCD,Arcadia Telecom,2024-06-28,8.55,8.59,8.14,8.34,238004
492,BLHB,Blue Harbour Naval,2024-06-28,31.72,31.87,31.15,31.37,351409
493,CALDR,Caldera Energía,2024-06-28,13.99,14.19,13.51,13.78,126196
494,LKVW,Lakeview Alimentación,2024-06-28,12.10,12.27,11.73,11.94,267567
495,MRDN,Meridiano Industrial,2024-06-28,38.12,38.39,37.99,38.23,353002
496,NRTH,Northwind Farmacéutica,2024-06-28,98.80,100.06,98.69,99.15,321682
497,OKVL,Oakvale Construcción,2024-06-28,8.40,8.45,8.39,8.42,89043
498,PNFD,Pinefield Logística,2024-06-28,37.73,38.31,36.79,37.13,267937
499,STNB,Stonebridge Seguros,2024-06-28,43.99,44.93,42.75,43.51,238157
500,VGRE,Vega Renovables,2024-06-28,87.29,88.13,86.78,87.88,428357
501,ARCD,Arcadia Telecom,2024-07-01,8.31,8.55,8.18,8.40,162562
502,BLHB,Blue Harbour Naval,2024-07-01,31.69,32.07,30.88,31.21,284459
503,CALDR,Caldera Energía,2024-07-01,13.74,14.15,12.89,13.29,480810
504,LKVW,Lakeview Alimentación,2024-07-01,11.98,12.02,11.97,11.99,104395
505,MRDN,Meridiano Industrial,2024-07-01,38.11,38.52,37.56,37.85,192774
506,NRTH,Northwind Farmacéutica,2024-07-01,99.16,99.99,98.87,99.43,218316
507,OKVL,Oakvale Construcción,2024-07-01,8.42,8.61,8.38,8.55,261550
508,PNFD,Pinefield Logística,2024-07-01,36.93,38.32,36.19,37.52,322132
509,STNB,Stonebridge Seguros,2024-07-01,43.74,43.92,43.11,43.24,286711
510,VGRE,Vega Renovables,2024-07-01,87.75,89.83,84.39,86.23,362931
511,ARCD,Arcadia Telecom,2024-07-02,8.46,8.58,8.32,8.40,272278
512,BLHB,Blue Harbour Naval,2024-07-02,31.31,31.39,30.80,31.35,230677
513,CALDR,Caldera Energía,2024-07-02,13.24,13.37,13.17,13.32,235119
514,LKVW,Lakeview Alimentación,2024-07-02,11.95,12.13,11.77,12.09,160051
515,MRDN,Meridiano Industrial,2024-07-02,37.76,37.77,37.26,37.29,426127
516,NRTH,Northwind Farmacéutica,2024-07-02,99.23,99.93,98.20,99.82,282655
517,OKVL,Oakvale Construcción,2024-07-02,8.59,8.64,8.36,8.49,309972
518,PNFD,Pinefield Logística,2024-07-02,37.53,38.00,35.76,36.51,344111
519,STNB,Stonebridge Seguros,2024-07-02,43.32,43.76,42.61,42.93,190640
520,VGRE,Vega Renovables,2024-07-02,85.69,86.45,85.08,86.07,160518
521,ARCD,Arcadia Telecom,2024-07-03,8.42,8.87,8.34,8.67,338683
522,BLHB,Blue Harbour Naval,2024-07-03,31.35,31.90,31.19,31.71,210765
523,CALDR,Caldera Energía,2024-07-03,13.29,13.33,13.24,13.30,235070
524,LKVW,Lakeview Alimentación,2024-07-03,12.14,12.31,11.90,12.04,282650
525,MRDN,Meridiano Industrial,2024-07-03,37.63,37.66,37.57,37.63,332880
526,NRTH,Northwind Farmacéutica,2024-07-03,100.36,100.40,99.05,99.86,177125
527,OKVL,Oakvale Construcción,2024-07-03,8.52,8.57,8.47,8.55,245840
528,PNFD,Pinefield Logística,2024-07-03,36.50,36.80,35.59,35.93,399982
529,STNB,Stonebridge Seguros,2024-07-03,42.82,43.05,42.77,43.05,239497
530,VGRE,Vega Renovables,2024-07-03,86.37,89.58,81.70,83.49,389169
531,ARCD,Arcadia Telecom,2024-07-04,8.66,8.88,8.46,8.87,462220
532,BLHB,Blue Harbour Naval,2024-07-04,31.71,31.84,31.51,31.61,178938
533,CALDR,Caldera Energía,2024-07-04,13.28,13.30,13.05,13.21,205876
534,LKVW,Lakeview Alimentación,2024-07-04,12.08,12.11,11.77,11.93,183883
535,MRDN,Meridiano Industrial,2024-07-04,37.72,37.73,37.03,37.48,100115
536,NRTH,Northwind Farmacéutica,2024-07-04,99.58,102.97,97.70,101.43,383821
537,OKVL,Oakvale Construcción,2024-07-04,8.52,8.78,8.32,8.70,486850
538,PNFD,Pinefield Logística,2024-07-04,35.66,36.51,35.36,36.19,246469
539,STNB,Stonebridge Seguros,2024-07-04,43.18,43.66,43.04,43.53,366233
540,VGRE,Vega Renovables,2024-07-04,82.04,85.45,77.98,78.83,586303
541,ARCD,Arcadia Telecom,2024-07-05,8.89,8.99,8.67,8.75,172133
542,BLHB,Blue Harbour Naval,2024-07-05,31.62,31.86,31.34,31.45,170101
543,CALDR,Caldera Energía,2024-07-05,13.18,13.23,13.11,13.14,125734
544,LKVW,Lakeview Alimentación,2024-07-05,11.89,12.13,11.84,12.01,207992
545,MRDN,Meridiano Industrial,2024-07-05,37.65,37.77,37.59,37.71,252243
546,NRTH,Northwind Farmacéutica,2024-07-05,101.21,103.24,100.99,102.82,327558
547,OKVL,Oakvale Construcción,2024-07-05,8.75,8.89,8.63,8.67,168642
548,PNFD,Pinefield Logística,2024-07-05,36.02,36.14,35.51,35.73,388186
549,STNB,Stonebridge Seguros,2024-07-05,43.55,43.86,42.90,43.18,191589
550,VGRE,Vega Renovables,2024-07-05,79.72,80.21,78.77,79.21,71245
551,ARCD,Arcadia Telecom,2024-07-08,8.71,8.73,8.68,8.70,369252
552,BLHB,Blue Harbour Naval,2024-07-08,31.45,31.79,30.67,30.84,494554
553,CALDR,Caldera Energía,2024-07-08,13.16,13.39,12.76,12.90,267548
554,LKVW,Lakeview Alimentación,2024-07-08,12.04,12.29,12.02,12.10,239682
555,MRDN,Meridiano Industrial,2024-07-08,37.72,37.96,36.80,37.23,347158
556,NRTH,Northwind Farmacéutica,2024-07-08,103.35,105.97,101.76,104.88,265408
557,OKVL,Oakvale Construcción,2024-07-08,8.70,9.01,8.54,8.87,500558
558,PNFD,Pinefield Logística,2024-07-08,35.43,36.82,34.99,36.42,379999
559,STNB,Stonebridge Seguros,2024-07-08,43.36,43.73,42.57,42.91,92305
560,VGRE,Vega Renovables,2024-07-08,78.72,83.14,75.47,81.16,286191
561,ARCD,Arcadia Telecom,2024-07-09,8.72,8.92,8.49,8.50,292442
562,BLHB,Blue Harbour Naval,2024-07-09,30.91,30.91,30.23,30.66,240149
563,CALDR,Caldera Energía,2024-07-09,12.90,12.99,12.37,12.65,308885
564,LKVW,Lakeview Alimentación,2024-07-09,12.04,12.09,12.01,12.04,281827
565,MRDN,Meridiano Industrial,2024-07-09,36.99,37.45,36.96,37.23,128406
566,NRTH,Northwind Farmacéutica,2024-07-09,105.19,109.87,102.84,107.42,493533
567,OKVL,Oakvale Construcción,2024-07-09,8.84,8.91,8.80,8.88,88016
568,PNFD,Pinefield Logística,2024-07-09,36.66,36.97,36.37,36.84,284704
569,STNB,Stonebridge Seguros,2024-07-09,42.87,43.21,42.54,43.03,32273
570,VGRE,Vega Renovables,2024-07-09,81.64,81.96,79.79,80.64,146713
571,ARCD,Arcadia Telecom,2024-07-10,8.54,8.55,8.33,8.44,148959
572,BLHB,Blue Harbour Naval,2024-07-10,30.58,30.92,30.47,30.76,216817
573,CALDR,Caldera Energía,2024-07-10,12.57,12.65,12.53,12.59,306998
574,LKVW,Lakeview Alimentación,2024-07-10,11.97,12.14,11.92,12.10,176336
575,MRDN,Meridiano Industrial,2024-07-10,37.23,37.67,36.09,36.75,207247
576,NRTH,Northwind Farmacéutica,2024-07-10,106.83,109.50,106.39,107.87,227149
577,OKVL,Oakvale Construcción,2024-07-10,8.86,8.98,8.47,8.69,416732
578,PNFD,Pinefield Logística,2024-07-10,36.61,38.93,33.73,34.97,403382
579,STNB,Stonebridge Seguros,2024-07-10,43.04,44.54,41.56,41.62,320681
580,VGRE,Vega Renovables,2024-07-10,80.17,84.75,78.08,82.56,476326
581,ARCD,Arcadia Telecom,2024-07-11,8.44,8.48,8.05,8.23,381273
582,BLHB,Blue Harbour Naval,2024-07-11,30.73,31.07,30.62,30.94,212354
583,CALDR,Caldera Energía,2024-07-11,12.55,12.56,12.34,12.44,223540
584,LKVW,Lakeview Alimentación,2024-07-11,12.08,12.10,12.03,12.04,202395
585,MRDN,Meridiano Industrial,2024-07-11,36.69,37.89,36.21,37.33,411618
586,NRTH,Northwind Farmacéutica,2024-07-11,107.90,110.15,106.41,109.43,128228
587,OKVL,Oakvale Construcción,2024-07-11,8.76,9.06,8.69,8.94,448796
588,PNFD,Pinefield Logística,2024-07-11,34.73,37.70,33.39,36.12,441227
589,STNB,Stonebridge Seguros,2024-07-11,41.60,42.98,40.55,42.05,307756
590,VGRE,Vega Renovables,2024-07-11,81.85,82.44,80.72,81.57,312351
591,ARCD,Arcadia Telecom,2024-07-12,8.21,8.28,7.78,7.98,449631
592,BLHB,Blue Harbour Naval,2024-07-12,30.78,31.03,30.46,30.49,243740
593,CALDR,Caldera Energía,2024-07-12,12.48,12.93,12.39,12.74,417773
594,LKVW,Lakeview Alimentación,2024-07-12,12.02,12.24,11.91,12.16,113136
595,MRDN,Meridiano Industrial,2024-07-12,37.42,38.12,37.32,37.77,168109
596,NRTH,Northwind Farmacéutica,2024-07-12,109.38,109.87,109.28,109.61,75093
597,OKVL,Oakvale Construcción,2024-07-12,8.94,9.00,8.83,8.90,286826
598,PNFD,Pinefield Logística,2024-07-12,35.57,37.10,35.11,36.44,265750
599,STNB,Stonebridge Seguros,2024-07-12,41.85,41.94,41.43,41.79,288064
600,VGRE,Vega Renovables,2024-07-12,81.52,85.56,79.92,84.76,389298
601,ARCD,Arcadia Telecom,2024-07-15,8.01,8.04,7.91,7.94,185091
602,BLHB,Blue Harbour Naval,2024-07-15,30.53,30.83,30.42,30.80,336151
603,CALDR,Caldera Energía,2024-07-15,12.76,12.92,12.74,12.81,359219
604,LKVW,Lakeview Alimentación,2024-07-15,12.15,12.31,11.87,12.01,480805
605,MRDN,Meridiano Industrial,2024-07-15,37.84,37.90,36.07,36.81,192122
606,NRTH,Northwind Farmacéutica,2024-07-15,109.49,109.70,106.31,107.95,500851
607,OKVL,Oakvale Construcción,2024-07-15,8.91,8.95,8.82,8.85,228853
608,PNFD,Pinefield Logística,2024-07-15,36.21,38.08,35.25,37.58,600669
609,STNB,Stonebridge Seguros,2024-07-15,41.79,41.91,41.72,41.86,126530
610,VGRE,Vega Renovables,2024-07-15,84.77,84.78,81.41,81.86,408435
611,ARCD,Arcadia Telecom,2024-07-16,7.92,7.96,7.90,7.93,180491
612,BLHB,Blue Harbour Naval,2024-07-16,30.60,30.67,29.56,29.88,375614
613,CALDR,Caldera Energía,2024-07-16,12.81,12.82,12.77,12.79,111928
614,LKVW,Lakeview Alimentación,2024-07-16,12.00,12.14,11.53,11.75,591154
615,MRDN,Meridiano Industrial,2024-07-16,36.75,37.62,36.54,37.23,463105
616,NRTH,Northwind Farmacéutica,2024-07-16,107.53,110.54,106.25,110.47,243744
617,OKVL,Oakvale Construcción,2024-07-16,8.84,8.97,8.83,8.89,237125
618,PNFD,Pinefield Logística,2024-07-16,37.39,38.06,37.29,37.57,205000
619,STNB,Stonebridge Seguros,2024-07-16,42.03,42.54,41.73,42.40,155701
620,VGRE,Vega Renovables,2024-07-16,81.52,82.33,80.03,80.98,366352
621,ARCD,Arcadia Telecom,2024-07-17,7.89,8.10,7.85,8.06,321266
622,BLHB,Blue Harbour Naval,2024-07-17,29.87,30.10,29.64,30.10,295712
623,CALDR,Caldera Energía,2024-07-17,12.67,12.68,12.50,12.56,460267
624,LKVW,Lakeview Alimentación,2024-07-17,11.70,11.73,11.66,11.70,133104
625,MRDN,Meridiano Industrial,2024-07-17,37.35,37.40,37.32,37.37,119928
626,NRTH,Northwind Farmacéutica,2024-07-17,110.81,111.33,110.50,110.72,135363
627,OKVL,Oakvale Construcción,2024-07-17,8.92,9.26,8.84,9.09,429741
628,PNFD,Pinefield Logística,2024-07-17,37.31,38.07,36.77,37.77,193307
629,STNB,Stonebridge Seguros,2024-07-17,42.54,43.94,42.32,43.39,376411
630,VGRE,Vega Renovables,2024-07-17,81.49,87.58,78.04,84.83,732783
631,ARCD,Arcadia Telecom,2024-07-18,8.18,8.41,7.89,8.00,276722
632,BLHB,Blue Harbour Naval,2024-07-18,30.10,30.15,29.90,29.98,225708
633,CALDR,Caldera Energía,2024-07-18,12.61,12.67,12.31,12.45,76655
634,LKVW,Lakeview Alimentación,2024-07-18,11.71,11.91,11.45,11.47,412641
635,MRDN,Meridiano Industrial,2024-07-18,37.32,37.43,36.86,37.00,273006
636,NRTH,Northwind Farmacéutica,2024-07-18,111.29,112.41,109.80,110.09,288250
637,OKVL,Oakvale Construcción,2024-07-18,9.10,9.16,8.85,8.98,150827
638,PNFD,Pinefield Logística,2024-07-18,37.69,38.93,36.13,36.53,551656
639,STNB,Stonebridge Seguros,2024-07-18,43.47,45.03,42.68,44.48,335364
640,VGRE,Vega Renovables,2024-07-18,85.20,89.37,84.85,87.44,436208
641,ARCD,Arcadia Telecom,2024-07-19,8.00,8.03,7.89,7.93,343984
