id,vehicle_id,dealership_id,service_date,mileage_km,service_type,parts_cost,labour_cost,total_cost
405,73,,2022-05-25,87241,Routine service,123.62,77.28,200.90
406,73,,2023-08-08,103038,Routine service,172.45,85.92,258.37
407,74,15,2019-10-05,17498,Brake replacement,223.70,82.56,306.26
408,74,25,2021-07-20,63831,Brake replacement,219.77,106.08,325.85
409,74,,2022-05-10,84659,Routine service,105.14,88.32,193.46
410,74,,2023-02-08,104071,Routine service,87.64,65.28,152.92
411,74,,2023-04-06,108109,Oil and filter change,85.56,33.12,118.68
412,74,,2024-08-17,143461,Routine service,160.82,81.12,241.94
413,74,,2024-11-24,150474,Tyre replacement,268.30,55.20,323.50
414,75,18,2012-02-19,3267,Routine service,62.37,72.48,134.85
415,75,24,2012-04-02,4605,Routine service,68.50,62.40,130.90
416,75,10,2012-09-27,10145,Suspension repair,326.67,132.96,459.63
417,75,2,2013-12-04,23620,Suspension repair,347.01,137.76,484.77
418,75,23,2017-01-13,58973,Oil and filter change,54.29,44.16,98.45
419,75,29,2017-06-07,63486,Tyre replacement,467.22,44.16,511.38
420,75,13,2017-09-15,66598,Routine service,119.76,69.60,189.36
421,75,17,2017-11-14,68465,Air conditioning service,44.95,59.04,103.99
422,75,,2019-06-29,86889,Timing belt replacement,437.79,211.20,648.99
423,75,28,2022-07-19,121619,Timing belt replacement,335.14,251.52,586.66
424,75,,2023-08-13,133757,Routine service,147.59,85.44,233.03
425,75,,2024-08-13,145147,Brake replacement,172.56,118.56,291.12
426,76,25,2019-11-22,1341,Air conditioning service,73.84,62.40,136.24
427,76,6,2020-09-08,7166,Oil and filter change,54.91,34.08,88.99
428,76,13,2021-07-06,13192,Routine service,105.46,76.80,182.26
429,76,12,2022-02-25,17876,Battery replacement,93.93,21.12,115.05
430,76,7,2024-02-10,32190,Tyre replacement,230.38,44.64,275.02
431,76,14,2024-10-01,36874,Oil and filter change,58.82,40.80,99.62
432,78,2,2016-10-23,218,Battery replacement,153.86,22.08,175.94
433,78,16,2017-04-14,5401,Tyre replacement,277.65,47.52,325.17
434,78,10,2018-09-28,22013,Air conditioning service,48.95,59.52,108.47
435,78,18,2019-04-19,28352,Routine service,128.56,88.80,217.36
436,78,29,2019-06-10,29976,Routine service,84.86,89.28,174.14
437,78,,2020-11-23,46587,Brake replacement,106.52,88.80,195.32
438,78,16,2022-07-06,65010,Air conditioning service,102.01,69.12,171.13
439,78,,2022-07-21,65618,Timing belt replacement,404.11,243.84,647.95
440,78,,2022-12-11,69944,Battery replacement,103.53,29.28,132.81
441,79,24,2019-12-18,4869,Tyre replacement,171.60,46.08,217.68
442,79,8,2021-01-17,21785,Oil and filter change,88.87,43.20,132.07
443,79,,2024-03-30,71677,Routine service,76.11,69.12,145.23
444,79,,2024-06-28,75522,Clutch repair,661.18,315.84,977.02
445,79,,2024-08-01,76974,Bodywork repair,688.64,345.12,1033.76
446,79,,2024-08-03,77253,Routine service,65.81,82.56,148.37
447,80,4,2013-06-29,28823,Routine service,91.26,78.72,169.98
448,80,9,2013-11-12,35025,Routine service,149.93,85.92,235.85
449,80,14,2014-04-21,42322,Tyre replacement,345.89,49.44,395.33
450,80,6,2014-11-20,52036,Air conditioning service,62.96,68.64,131.60
451,80,,2015-09-16,65718,Suspension repair,339.97,175.20,515.17
452,80,9,2016-05-25,77211,Oil and filter change,64.55,45.60,110.15
453,80,,2016-07-16,79583,Routine service,70.46,89.28,159.74
454,80,,2017-08-23,97962,Brake replacement,228.28,112.80,341.08
455,80,27,2018-04-10,108452,Routine service,177.44,61.92,239.36
456,80,,2020-04-15,142018,Routine service,66.10,87.84,153.94
457,80,,2021-02-21,156247,Oil and filter change,48.57,39.36,87.93
458,80,,2021-06-18,161583,Air conditioning service,100.87,62.40,163.27
459,80,,2021-06-19,162401,Oil and filter change,73.69,45.60,119.29
460,80,,2022-12-07,186074,Brake replacement,305.38,117.12,422.50
461,81,26,2018-07-14,3994,Battery replacement,150.58,24.48,175.06
462,81,7,2019-03-30,10460,Routine service,129.54,88.80,218.34
463,81,24,2019-08-21,14056,Clutch repair,606.90,258.72,865.62
464,81,28,2020-08-04,22769,Brake replacement,109.99,104.64,214.63
465,81,16,2023-03-09,46412,Routine service,114.96,62.88,177.84
466,81,,2023-04-01,47005,Routine service,79.87,63.36,143.23
467,81,,2025-04-12,65511,Oil and filter change,77.25,42.72,119.97
468,82,2,2024-08-18,10101,Routine service,100.00,81.60,181.60
469,82,29,2025-02-02,17745,Brake replacement,247.57,101.76,349.33
470,85,20,2024-12-30,23327,Routine service,126.72,83.04,209.76
471,86,24,2017-04-13,3396,Routine service,145.88,75.36,221.24
472,86,13,2018-01-29,6816,Routine service,95.48,65.28,160.76
473,86,23,2018-12-02,10425,Bodywork repair,483.18,331.20,814.38
474,86,1,2019-02-20,11365,Routine service,154.70,74.40,229.10
475,86,,2020-01-04,15102,Oil and filter change,78.44,39.36,117.80
476,86,,2020-11-28,18969,Oil and filter change,43.66,44.64,88.30
477,86,,2022-05-03,25092,Routine service,135.26,78.72,213.98
478,86,1,2023-06-07,29794,Oil and filter change,85.85,45.12,130.97
479,86,13,2024-02-19,32814,Oil and filter change,58.16,43.68,101.84
480,86,,2024-11-28,36140,Oil and filter change,47.69,33.60,81.29
481,87,6,2023-01-27,3274,Oil and filter change,45.62,37.92,83.54
482,87,20,2023-10-03,15267,Oil and filter change,50.42,44.16,94.58
483,87,10,2024-11-11,34772,Tyre replacement,336.73,50.40,387.13
484,88,23,2016-06-27,5531,Oil and filter change,35.42,37.92,73.34
485,88,24,2017-11-11,24167,Brake replacement,246.27,89.76,336.03
486,88,1,2018-02-13,27656,Clutch repair,494.27,306.72,800.99
487,88,7,2019-01-02,39647,Brake replacement,149.99,88.80,238.79
488,88,,2019-11-15,51415,Tyre replacement,564.22,41.76,605.98
489,88,28,2020-07-08,60176,Tyre replacement,180.06,41.76,221.82
490,88,,2021-06-01,72353,Clutch repair,710.73,242.40,953.13
491,88,,2022-08-31,89281,Brake replacement,127.44,99.84,227.28
492,88,,2023-02-22,95778,Routine service,153.81,85.44,239.25
493,89,9,2015-04-05,19369,Routine service,82.41,84.48,166.89
494,89,12,2015-10-15,32440,Tyre replacement,204.09,51.36,255.45
495,89,26,2016-01-23,39213,Oil and filter change,42.25,39.84,82.09
496,89,9,2016-11-23,59869,Routine service,164.69,89.28,253.97
497,89,22,2016-12-28,62240,Routine service,78.89,77.28,156.17
498,89,,2017-09-18,80120,Oil and filter change,77.19,40.80,117.99
499,89,,2019-05-25,121704,Air conditioning service,45.02,65.76,110.78
500,89,21,2020-01-23,138161,Oil and filter change,56.02,33.12,89.14
501,89,14,2020-12-11,160037,Routine service,87.33,70.56,157.89
502,89,21,2021-03-11,166132,Routine service,97.21,77.76,174.97
503,89,,2022-05-04,194509,Routine service,75.91,63.84,139.75
504,90,26,2013-06-01,18803,Suspension repair,219.95,129.12,349.07
505,90,5,2013-10-07,24990,Routine service,74.07,72.00,146.07
506,90,29,2013-12-07,27938,Air conditioning service,71.54,57.60,129.14
507,90,,2015-06-30,55490,Oil and filter change,73.83,42.24,116.07
508,90,,2017-08-06,92613,Routine service,95.45,79.68,175.13
509,90,14,2017-09-10,94305,Tyre replacement,400.13,40.80,440.93
510,90,,2018-02-02,101314,Tyre replacement,506.02,48.00,554.02
511,90,,2018-04-04,104262,Air conditioning service,124.67,64.32,188.99
512,90,,2018-09-17,112286,Tyre replacement,282.91,41.28,324.19
513,90,23,2020-01-28,136358,Air conditioning service,107.93,58.08,166.01
514,90,,2020-10-11,148781,Routine service,143.27,63.84,207.11
515,90,23,2023-01-12,188562,Routine service,88.99,78.24,167.23
516,90,,2024-11-27,221673,Bodywork repair,588.42,287.52,875.94
517,91,24,2017-12-25,8057,Routine service,72.30,68.64,140.94
518,91,21,2019-01-01,27273,Air conditioning service,54.93,53.28,108.21
519,91,26,2019-10-15,42097,Routine service,144.54,66.72,211.26
520,91,8,2020-04-04,50981,Tyre replacement,582.19,58.08,640.27
521,91,,2023-04-01,107387,Oil and filter change,67.85,40.32,108.17
522,91,,2024-08-21,133627,Routine service,65.94,89.28,155.22
523,91,,2024-08-25,133834,Tyre replacement,595.51,55.20,650.71
524,91,,2024-09-22,135280,Routine service,102.08,69.60,171.68
525,91,,2025-05-22,147780,Oil and filter change,37.09,34.08,71.17
526,92,3,2025-01-13,21975,Air conditioning service,104.25,65.76,170.01
527,93,28,2015-04-24,5756,Oil and filter change,78.55,40.32,118.87
528,93,16,2016-07-03,10002,Tyre replacement,424.65,41.28,465.93
529,93,3,2016-11-25,11415,Timing belt replacement,466.12,210.72,676.84
530,93,27,2019-03-02,19470,Battery replacement,205.15,25.44,230.59
531,93,,2019-12-20,22324,Routine service,148.27,62.40,210.67
532,93,4,2020-05-03,23638,Routine service,86.14,62.40,148.54
533,93,,2021-01-13,26122,Battery replacement,167.77,23.52,191.29
534,93,,2021-01-30,26288,Timing belt replacement,311.29,265.92,577.21
535,93,10,2021-02-23,27078,Suspension repair,305.20,175.68,480.88
536,93,,2021-03-29,27412,Timing belt replacement,336.99,232.32,569.31
537,93,,2021-09-20,28557,Battery replacement,182.76,21.12,203.88
538,93,6,2022-03-31,30427,Brake replacement,107.56,98.88,206.44
539,93,17,2023-06-05,34625,Oil and filter change,35.07,33.60,68.67
540,93,,2024-09-17,39203,Brake replacement,260.81,108.00,368.81
541,94,5,2020-11-10,6206,Routine service,129.79,61.92,191.71
542,94,1,2021-01-16,7098,Tyre replacement,605.27,43.68,648.95
543,94,1,2021-03-24,7990,Oil and filter change,55.24,35.52,90.76
544,94,,2022-09-18,15222,Tyre replacement,172.47,55.68,228.15
545,94,,2024-04-02,22707,Oil and filter change,86.65,36.00,122.65
546,94,17,2024-05-13,23342,Routine service,163.76,69.12,232.88
547,95,3,2018-12-07,17137,Air conditioning service,94.35,70.08,164.43
548,95,29,2018-12-27,17874,Brake replacement,276.31,113.76,390.07
549,95,12,2019-04-21,22112,Routine service,146.40,67.20,213.60
550,95,,2021-03-15,47690,Brake replacement,212.49,101.28,313.77
551,95,8,2021-08-21,53550,Tyre replacement,537.69,59.04,596.73
552,95,,2022-10-26,69434,Routine service,65.12,81.12,146.24
553,95,,2023-07-19,79238,Routine service,149.09,80.16,229.25
554,95,,2024-03-28,88562,Routine service,70.40,76.80,147.20
555,95,20,2024-05-23,90626,Routine service,99.91,65.76,165.67
556,96,16,2024-09-14,5531,Brake replacement,196.17,84.48,280.65
557,97,24,2023-03-11,14610,Tyre replacement,464.08,42.72,506.80
558,97,27,2023-07-05,17439,Oil and filter change,46.94,42.24,89.18
559,97,17,2024-06-23,26073,Air conditioning service,92.38,54.24,146.62
560,98,1,2015-08-24,706,Clutch repair,482.07,233.28,715.35
561,98,4,2015-08-26,851,Oil and filter change,42.96,43.20,86.16
562,98,8,2017-02-21,16804,Routine service,87.48,64.80,152.28
563,98,27,2018-03-29,28606,Clutch repair,351.71,242.88,594.59
564,98,,2019-11-18,46235,Air conditioning service,83.41,56.64,140.05
565,98,,2020-08-19,54328,Battery replacement,91.19,23.52,114.71
566,98,23,2021-07-14,64011,Routine service,84.43,80.64,165.07
567,98,,2021-08-20,65100,Oil and filter change,38.71,43.20,81.91
568,98,,2022-08-14,75665,Routine service,118.38,66.72,185.10
569,98,,2023-03-13,81875,Routine service,160.69,73.92,234.61
570,99,3,2015-08-20,26134,Routine service,164.70,73.92,238.62
571,99,17,2015-11-02,29527,Routine service,101.24,68.64,169.88
572,99,28,2016-06-02,39293,Routine service,115.28,78.72,194.00
573,99,22,2016-08-21,42961,Air conditioning service,71.86,65.76,137.62
574,99,19,2018-09-14,77531,Air conditioning service,45.86,58.08,103.94
575,99,,2019-05-25,89131,Routine service,93.22,79.20,172.42
576,99,13,2021-03-03,118842,Routine service,113.84,63.36,177.20
577,99,,2022-05-28,139520,Oil and filter change,62.36,38.40,100.76
578,99,,2023-02-25,152037,Oil and filter change,56.64,44.16,100.80
579,99,,2023-06-18,157218,Brake replacement,243.95,112.32,356.27
580,99,7,2024-03-25,170102,Routine service,75.43,72.00,147.43
581,100,11,2020-07-05,5465,Air conditioning service,120.99,53.76,174.75
582,100,19,2021-02-24,17530,Routine service,134.09,82.56,216.65
583,100,,2024-03-10,74761,Routine service,175.19,67.68,242.87
584,100,,2024-05-29,78886,Tyre replacement,419.17,57.60,476.77
585,101,8,2022-07-25,421,Oil and filter change,76.76,36.00,112.76
586,101,25,2024-11-07,26680,Oil and filter change,47.88,37.92,85.80
587,101,19,2025-04-25,32010,Oil and filter change,80.03,41.28,121.31
588,102,19,2020-08-29,18818,Air conditioning service,98.58,53.28,151.86
589,102,9,2020-12-24,24435,Routine service,68.51,81.60,150.11
590,102,28,2022-02-03,43925,Routine service,106.26,79.20,185.46
591,102,1,2022-07-03,51126,Routine service,85.62,84.00,169.62
592,102,,2025-01-07,95244,Routine service,174.13,79.20,253.33
593,102,12,2025-03-26,98989,Routine service,103.32,64.32,167.64
594,102,,2025-05-04,100861,Battery replacement,175.42,28.80,204.22
595,103,13,2024-05-28,4506,Routine service,69.47,82.56,152.03
596,103,27,2024-09-26,9958,Routine service,133.41,77.76,211.17
597,104,11,2012-03-20,12829,Oil and filter change,40.66,47.04,87.70
598,104,30,2012-12-01,17624,Brake replacement,93.38,94.08,187.46
599,104,,2013-11-14,24142,Routine service,64.87,72.48,137.35
600,104,,2014-12-23,31709,Oil and filter change,56.61,35.52,92.13
601,104,,2016-01-18,39032,Oil and filter change,42.72,45.60,88.32
602,104,,2016-06-02,41579,Tyre replacement,512.79,47.52,560.31
603,104,,2016-10-09,43996,Suspension repair,411.80,173.76,585.56
604,104,,2017-04-02,47273,Tyre replacement,395.06,43.20,438.26
605,104,,2017-06-07,48509,Tyre replacement,328.93,58.08,387.01
606,104,7,2017-10-13,50907,Battery replacement,160.59,27.84,188.43
607,104,29,2018-10-04,57575,Clutch repair,743.59,284.64,1028.23
608,104,6,2018-10-11,57991,Routine service,98.56,61.92,160.48
609,104,,2020-04-05,67857,Oil and filter change,47.34,42.24,89.58
610,104,,2020-08-05,70142,Battery replacement,137.36,24.00,161.36
611,104,,2020-11-08,71922,Oil and filter change,36.90,38.40,75.30
612,104,,2021-04-05,74694,Tyre replacement,478.69,56.16,534.85
613,104,,2024-02-27,94510,Brake replacement,213.83,112.80,326.63
614,105,11,2023-01-22,8337,Routine service,142.59,71.04,213.63
615,105,23,2023-02-02,8720,Battery replacement,124.64,24.00,148.64
616,105,4,2023-11-21,18906,Oil and filter change,41.46,38.40,79.86
617,105,22,2024-04-25,24348,Routine service,108.72,67.68,176.40
618,106,16,2020-03-04,23281,Tyre replacement,161.78,41.28,203.06
619,106,,2022-09-02,62098,Brake replacement,281.35,106.08,387.43
620,106,16,2023-11-29,81379,Oil and filter change,61.04,43.68,104.72
621,106,4,2023-12-09,81804,Routine service,130.69,77.28,207.97
622,106,22,2024-01-14,83337,Routine service,175.15,79.68,254.83
623,106,,2025-04-26,103256,Tyre replacement,163.96,48.00,211.96
624,108,21,2023-11-26,8054,Clutch repair,693.43,320.16,1013.59
625,108,6,2024-01-01,10125,Brake replacement,156.12,84.96,241.08
626,108,5,2025-01-24,32504,Oil and filter change,42.70,38.40,81.10
627,109,5,2017-06-21,6544,Clutch repair,447.42,264.48,711.90
628,109,13,2018-01-31,11724,Routine service,78.09,78.24,156.33
629,109,12,2019-05-02,22269,Brake replacement,160.01,106.08,266.09
630,109,,2020-06-28,32051,Oil and filter change,72.79,34.56,107.35
631,109,,2021-08-29,41925,Routine service,162.17,81.12,243.29
632,109,29,2021-09-29,42642,Brake replacement,192.83,109.92,302.75
633,109,,2023-11-15,60610,Routine service,127.98,82.56,210.54
634,109,,2023-11-20,61360,Clutch repair,611.03,233.28,844.31
635,109,13,2024-12-06,69560,Suspension repair,243.40,144.48,387.88
636,110,11,2013-05-27,5394,Routine service,167.30,75.84,243.14
637,110,25,2015-06-19,29865,Tyre replacement,448.25,58.56,506.81
638,110,,2016-03-26,38996,Tyre replacement,321.13,59.52,380.65
639,110,9,2016-05-28,41044,Brake replacement,313.17,107.52,420.69
640,110,,2017-02-13,49526,Routine service,175.60,64.32,239.92
641,110,,2018-08-29,67789,Routine service,145.72,88.32,234.04
642,110,,2020-12-04,94697,Oil and filter change,85.62,45.60,131.22
643,110,20,2021-09-30,104446,Oil and filter change,64.74,41.76,106.50
644,110,,2021-12-20,107079,Routine service,79.22,76.80,156.02
645,110,,2022-08-24,115106,Oil and filter change,86.44,36.48,122.92
646,110,24,2023-03-19,121833,Tyre replacement,442.25,53.76,496.01
647,110,,2023-11-13,129599,Brake replacement,240.77,88.80,329.57
648,110,,2024-09-06,139284,Routine service,153.88,61.92,215.80
649,111,27,2013-02-09,9495,Oil and filter change,63.18,33.60,96.78
650,111,1,2015-04-24,30184,Routine service,160.41,68.16,228.57
651,111,,2015-09-08,33709,Oil and filter change,62.96,38.88,101.84
652,111,,2016-08-09,42355,Oil and filter change,46.18,46.56,92.74
653,111,2,2017-03-29,48325,Timing belt replacement,501.76,267.84,769.60
654,111,22,2017-05-19,49637,Air conditioning service,56.51,52.32,108.83
655,111,25,2018-09-25,62349,Routine service,166.66,69.12,235.78
656,111,,2018-10-10,62735,Battery replacement,168.95,23.52,192.47
657,111,,2019-06-12,69040,Oil and filter change,52.22,34.56,86.78
658,111,,2019-10-05,71999,Oil and filter change,61.80,38.40,100.20
659,111,,2020-01-03,74315,Routine service,60.08,67.20,127.28
660,111,,2021-09-15,90295,Oil and filter change,44.74,38.40,83.14
661,111,,2024-03-20,113891,Routine service,178.57,64.80,243.37
662,111,,2024-12-09,120685,Brake replacement,226.91,103.68,330.59
663,112,17,2024-10-19,4279,Tyre replacement,194.62,55.68,250.30
664,113,,2024-07-07,66199,Battery replacement,196.33,24.48,220.81
665,113,20,2024-08-17,68415,Routine service,98.02,77.76,175.78
666,113,,2024-10-01,70847,Routine service,159.84,80.64,240.48
667,115,10,2022-05-23,2477,Suspension repair,376.03,129.12,505.15
668,115,18,2024-04-29,27859,Routine service,80.21,76.32,156.53
669,115,16,2024-06-17,29619,Bodywork repair,353.56,357.12,710.68
670,116,27,2025-03-27,19989,Oil and filter change,73.84,42.72,116.56
671,116,14,2025-06-24,23865,Timing belt replacement,243.61,219.84,463.45
672,117,22,2019-02-19,1905,Oil and filter change,39.87,36.00,75.87
673,117,16,2020-08-19,19568,Routine service,160.38,71.52,231.90
674,117,13,2021-01-04,24024,Tyre replacement,518.76,48.48,567.24
675,117,19,2021-02-10,25219,Routine service,110.90,73.92,184.82
676,117,11,2021-05-04,27899,Brake replacement,135.73,93.60,229.33
677,117,,2022-04-21,39265,Bodywork repair,761.57,279.36,1040.93
678,117,,2023-01-04,47596,Routine service,133.32,89.76,223.08
679,118,7,2024-07-19,12836,Routine service,174.38,67.68,242.06
680,118,17,2025-04-18,27877,Routine service,83.62,80.16,163.78
681,120,27,2021-10-25,10016,Battery replacement,195.27,26.40,221.67
682,120,18,2022-09-02,21634,Routine service,148.61,84.96,233.57
683,120,18,2024-04-05,43269,Oil and filter change,79.37,41.76,121.13
684,120,,2024-12-14,52690,Brake replacement,298.50,99.36,397.86
685,121,14,2023-12-25,19759,Routine service,154.50,81.60,236.10
686,121,13,2024-04-12,23769,Oil and filter change,76.56,33.60,110.16
687,121,23,2025-05-16,38451,Air conditioning service,105.74,57.12,162.86
688,122,24,2019-03-25,13271,Oil and filter change,49.82,38.40,88.22
689,122,,2020-11-25,29329,Routine service,62.87,82.08,144.95
690,122,,2021-05-14,33797,Oil and filter change,69.14,40.80,109.94
691,122,,2021-07-31,35847,Routine service,145.93,89.76,235.69
692,122,28,2021-10-23,38054,Tyre replacement,582.22,49.92,632.14
693,122,,2022-07-15,45019,Oil and filter change,38.36,38.40,76.76
694,122,,2023-04-07,52010,Routine service,98.88,74.88,173.76
695,122,27,2025-04-20,71563,Battery replacement,102.83,27.84,130.67
696,124,18,2019-05-14,13169,Routine service,70.84,72.00,142.84
697,124,19,2019-07-19,15741,Air conditioning service,66.26,72.00,138.26
698,124,12,2021-12-13,49951,Timing belt replacement,485.58,223.20,708.78
699,124,,2022-05-12,55796,Routine service,85.94,85.44,171.38
