id,vehicle_id,inspection_date,result,defects,mileage_km,next_due,station_code
1554,887,2020-01-23,favourable,,101490,2022-01-22,ITV-2110
1555,887,2022-01-23,unfavourable,Excessive steering play,135320,2024-01-23,ITV-7280
1556,887,2024-01-23,favourable,,169151,2025-01-22,ITV-7507
1557,887,2025-01-22,favourable,,186066,2026-01-22,ITV-3044
1558,889,2024-10-29,favourable,,49508,2026-10-29,ITV-2739
1559,890,2018-04-06,favourable,,74204,2020-04-05,ITV-3407
1560,890,2020-04-05,favourable,,111306,2022-04-05,ITV-7892
1561,890,2022-04-06,favourable,,148408,2024-04-05,ITV-9148
1562,890,2024-04-05,favourable,,185510,2025-04-05,ITV-6679
1563,890,2025-04-05,favourable,,204061,2026-04-05,ITV-5562
1564,891,2023-03-19,favourable,,38482,2025-03-18,ITV-9434
1565,891,2025-03-18,favourable,,57723,2027-03-18,ITV-7131
1566,896,2017-12-08,favourable,,83536,2019-12-08,ITV-3575
1567,896,2019-12-08,favourable,,125304,2021-12-07,ITV-7048
1568,896,2021-12-08,favourable,,167073,2023-12-08,ITV-0357
1569,896,2023-12-08,favourable,,208841,2024-12-07,ITV-6120
1570,896,2024-12-07,favourable,,229725,2025-12-07,ITV-3818
1571,897,2022-01-21,favourable,,57447,2024-01-21,ITV-2270
1572,897,2024-01-21,favourable,,86171,2026-01-20,ITV-9515
1573,899,2019-06-06,favourable,,69299,2021-06-05,ITV-2992
1574,899,2021-06-05,favourable,,103949,2023-06-05,ITV-2862
1575,899,2023-06-06,unfavourable,Excessive steering play,138599,2025-06-05,ITV-8411
1576,899,2025-06-05,favourable,,173249,2026-06-05,ITV-2211
1577,900,2019-08-18,favourable,,43123,2021-08-17,ITV-5896
1578,900,2021-08-17,favourable,,64684,2023-08-17,ITV-9481
1579,900,2023-08-18,favourable,,86246,2025-08-17,ITV-5606
1580,901,2019-04-01,favourable,,94713,2021-03-31,ITV-1559
1581,901,2021-03-31,favourable,,142069,2023-03-31,ITV-3076
1582,901,2023-04-01,unfavourable,Corroded exhaust mounting,189426,2025-03-31,ITV-9042
1583,901,2025-03-31,unfavourable,Excessive brake imbalance,236783,2026-03-31,ITV-2101
1584,903,2019-04-15,unfavourable,Corroded exhaust mounting,99746,2021-04-14,ITV-9618
1585,903,2021-04-14,favourable,,149619,2023-04-14,ITV-6664
1586,903,2023-04-15,unfavourable,Number plate light inoperative,199492,2025-04-14,ITV-9295
1587,903,2025-04-14,negative,Worn front tyre below 1.6mm,249366,2026-04-14,ITV-5752
1588,905,2021-08-14,favourable,,75063,2023-08-14,ITV-4681
1589,905,2023-08-14,favourable,,112594,2025-08-13,ITV-4625
1590,906,2018-06-19,favourable,,14675,2020-06-18,ITV-0514
1591,906,2020-06-18,unfavourable,Handbrake efficiency below threshold,22013,2022-06-18,ITV-5549
1592,906,2022-06-19,favourable,,29351,2024-06-18,ITV-6824
1593,906,2024-06-18,favourable,,36689,2025-06-18,ITV-9535
1594,906,2025-06-18,unfavourable,Seat belt retractor faulty,40358,2026-06-18,ITV-5894
1595,907,2016-08-15,favourable,,28485,2018-08-15,ITV-8830
1596,907,2018-08-15,favourable,,42727,2020-08-14,ITV-9598
1597,907,2020-08-15,favourable,,56970,2022-08-15,ITV-1714
1598,907,2022-08-15,favourable,,71212,2023-08-15,ITV-5157
1599,907,2023-08-15,unfavourable,Number plate light inoperative,78334,2024-08-14,ITV-5520
1600,907,2024-08-15,favourable,,85455,2025-08-15,ITV-7768
1601,910,2018-01-22,unfavourable,Number plate light inoperative,27869,2020-01-22,ITV-7876
1602,910,2020-01-22,favourable,,41804,2022-01-21,ITV-7761
1603,910,2022-01-22,favourable,,55739,2024-01-22,ITV-1012
1604,910,2024-01-22,favourable,,69674,2025-01-21,ITV-3532
1605,910,2025-01-21,favourable,,76642,2026-01-21,ITV-2075
1606,911,2023-06-25,favourable,,65397,2025-06-24,ITV-2795
1607,911,2025-06-24,favourable,,98095,2027-06-24,ITV-0754
1608,914,2024-04-26,favourable,,45691,2026-04-26,ITV-3162
1609,915,2024-04-08,unfavourable,Seat belt retractor faulty,16876,2026-04-08,ITV-9636
1610,916,2017-06-23,favourable,,41212,2019-06-23,ITV-2835
1611,916,2019-06-23,favourable,,61819,2021-06-22,ITV-1982
1612,916,2021-06-23,favourable,,82425,2023-06-23,ITV-2980
1613,916,2023-06-23,favourable,,103032,2024-06-22,ITV-3276
1614,916,2024-06-22,favourable,,113335,2025-06-22,ITV-1551
1615,916,2025-06-23,favourable,,123638,2026-06-23,ITV-3733
1616,917,2020-04-01,unfavourable,Rear shock absorber leaking,55472,2022-04-01,ITV-2709
1617,917,2022-04-01,favourable,,83208,2024-03-31,ITV-5367
1618,917,2024-04-01,favourable,,110944,2026-04-01,ITV-5724
1619,918,2020-10-13,favourable,,66920,2022-10-13,ITV-6906
1620,918,2022-10-13,favourable,,100381,2024-10-12,ITV-9643
1621,918,2024-10-13,negative,Excessive brake imbalance,133841,2026-10-13,ITV-2588
1622,919,2015-08-07,unfavourable,Faulty dipped beam alignment,63044,2017-08-06,ITV-2708
1623,919,2017-08-06,favourable,,94566,2019-08-06,ITV-0757
1624,919,2019-08-07,favourable,,126088,2021-08-06,ITV-7926
1625,919,2021-08-06,favourable,,157610,2022-08-06,ITV-5164
1626,919,2022-08-06,favourable,,173371,2023-08-06,ITV-7643
1627,919,2023-08-07,favourable,,189133,2024-08-06,ITV-4200
1628,919,2024-08-06,favourable,,204894,2025-08-06,ITV-2026
1629,920,2015-03-03,favourable,,70975,2017-03-02,ITV-2508
1630,920,2017-03-02,favourable,,106463,2019-03-02,ITV-4219
1631,920,2019-03-03,favourable,,141951,2021-03-02,ITV-9994
1632,920,2021-03-02,favourable,,177439,2022-03-02,ITV-8649
1633,920,2022-03-02,unfavourable,Excessive steering play,195183,2023-03-02,ITV-2967
1634,920,2023-03-03,favourable,,212927,2024-03-02,ITV-5402
1635,920,2024-03-02,favourable,,230671,2025-03-02,ITV-0171
1636,920,2025-03-02,unfavourable,Rear shock absorber leaking,248415,2026-03-02,ITV-4798
1637,923,2024-05-15,favourable,,51163,2026-05-15,ITV-8965
1638,924,2021-02-24,favourable,,85845,2023-02-24,ITV-0241
1639,924,2023-02-24,favourable,,128768,2025-02-23,ITV-8793
1640,924,2025-02-24,favourable,,171691,2027-02-24,ITV-4634
1641,928,2020-12-17,favourable,,43751,2022-12-17,ITV-0616
1642,928,2022-12-17,favourable,,65626,2024-12-16,ITV-8333
1643,928,2024-12-17,unfavourable,Suspension bush play,87502,2026-12-17,ITV-4955
1644,932,2017-01-31,favourable,,37740,2019-01-31,ITV-4376
1645,932,2019-01-31,favourable,,56611,2021-01-30,ITV-4704
1646,932,2021-01-31,unfavourable,Suspension bush play,75481,2023-01-31,ITV-1451
1647,932,2023-01-31,favourable,,94351,2024-01-31,ITV-4845
1648,932,2024-01-31,favourable,,103787,2025-01-30,ITV-9207
1649,932,2025-01-31,unfavourable,Excessive steering play,113222,2026-01-31,ITV-6151
1650,933,2018-06-26,favourable,,47507,2020-06-25,ITV-4552
1651,933,2020-06-25,unfavourable,Suspension bush play,71261,2022-06-25,ITV-8836
1652,933,2022-06-26,unfavourable,Windscreen chip in swept area,95015,2024-06-25,ITV-3021
1653,933,2024-06-25,favourable,,118768,2025-06-25,ITV-5872
1654,933,2025-06-25,favourable,,130645,2026-06-25,ITV-3513
1655,935,2024-12-12,favourable,,66214,2026-12-12,ITV-9409
1656,936,2022-08-07,unfavourable,Excessive brake imbalance,33673,2024-08-06,ITV-8542
1657,936,2024-08-06,favourable,,50509,2026-08-06,ITV-2689
1658,937,2016-02-17,favourable,,7999,2018-02-16,ITV-0216
1659,937,2018-02-16,favourable,,11999,2020-02-16,ITV-2075
1660,937,2020-02-17,favourable,,15999,2022-02-16,ITV-1522
1661,937,2022-02-16,favourable,,19999,2023-02-16,ITV-3082
1662,937,2023-02-16,favourable,,21999,2024-02-16,ITV-2879
1663,937,2024-02-17,favourable,,23999,2025-02-16,ITV-9180
1664,937,2025-02-16,favourable,,25999,2026-02-16,ITV-9406
1665,941,2024-06-30,favourable,,62479,2026-06-30,ITV-0504
1666,943,2016-05-31,favourable,,40163,2018-05-31,ITV-6609
1667,943,2018-05-31,favourable,,60244,2020-05-30,ITV-5960
1668,943,2020-05-31,favourable,,80326,2022-05-31,ITV-0464
1669,943,2022-05-31,unfavourable,Faulty dipped beam alignment,100407,2023-05-31,ITV-9763
1670,943,2023-05-31,favourable,,110448,2024-05-30,ITV-8818
1671,943,2024-05-31,favourable,,120489,2025-05-31,ITV-7384
1672,943,2025-05-31,negative,Rear shock absorber leaking,130530,2026-05-31,ITV-6977
1673,946,2022-05-11,unfavourable,Windscreen chip in swept area,53785,2024-05-10,ITV-9514
1674,946,2024-05-10,unfavourable,Number plate light inoperative,80678,2026-05-10,ITV-2480
1675,948,2020-12-22,favourable,,87550,2022-12-22,ITV-5082
1676,948,2022-12-22,favourable,,131325,2024-12-21,ITV-8564
1677,948,2024-12-22,favourable,,175100,2026-12-22,ITV-8239
1678,952,2025-06-22,favourable,,39422,2027-06-22,ITV-5900
1679,953,2025-06-22,favourable,,43232,2027-06-22,ITV-7341
1680,954,2019-10-09,favourable,,55636,2021-10-08,ITV-2254
1681,954,2021-10-08,favourable,,83454,2023-10-08,ITV-0849
1682,954,2023-10-09,favourable,,111272,2025-10-08,ITV-6007
1683,957,2022-08-26,favourable,,39499,2024-08-25,ITV-8969
1684,957,2024-08-25,favourable,,59248,2026-08-25,ITV-1152
1685,958,2024-12-27,favourable,,20743,2026-12-27,ITV-9505
1686,962,2025-01-24,favourable,,41745,2027-01-24,ITV-0107
1687,963,2024-12-17,favourable,,63896,2026-12-17,ITV-8232
1688,964,2022-09-13,favourable,,51195,2024-09-12,ITV-1919
1689,964,2024-09-12,favourable,,76792,2026-09-12,ITV-2694
1690,967,2018-07-08,favourable,,58782,2020-07-07,ITV-0661
1691,967,2020-07-07,favourable,,88174,2022-07-07,ITV-2148
1692,967,2022-07-08,favourable,,117565,2024-07-07,ITV-5865
1693,967,2024-07-07,favourable,,146957,2025-07-07,ITV-2822
1694,969,2019-02-13,favourable,,77609,2021-02-12,ITV-8564
1695,969,2021-02-12,favourable,,116414,2023-02-12,ITV-2574
1696,969,2023-02-13,favourable,,155219,2025-02-12,ITV-6818
1697,969,2025-02-12,favourable,,194024,2026-02-12,ITV-9892
1698,972,2018-08-31,favourable,,51902,2020-08-30,ITV-3970
1699,972,2020-08-30,favourable,,77853,2022-08-30,ITV-5052
1700,972,2022-08-31,favourable,,103804,2024-08-30,ITV-9612
1701,972,2024-08-30,unfavourable,Rear shock absorber leaking,129755,2025-08-30,ITV-5091
1702,975,2016-04-16,favourable,,43875,2018-04-16,ITV-9736
1703,975,2018-04-16,favourable,,65812,2020-04-15,ITV-8323
1704,975,2020-04-16,favourable,,87750,2022-04-16,ITV-0714
1705,975,2022-04-16,negative,Corroded exhaust mounting,109687,2023-04-16,ITV-9076
1706,975,2023-04-16,favourable,,120656,2024-04-15,ITV-5347
1707,975,2024-04-16,favourable,,131625,2025-04-16,ITV-7483
1708,975,2025-04-16,favourable,,142594,2026-04-16,ITV-8745
1709,976,2018-05-21,favourable,,60988,2020-05-20,ITV-9388
1710,976,2020-05-20,favourable,,91482,2022-05-20,ITV-6106
1711,976,2022-05-21,favourable,,121976,2024-05-20,ITV-5188
1712,976,2024-05-20,favourable,,152470,2025-05-20,ITV-2955
1713,976,2025-05-20,favourable,,167717,2026-05-20,ITV-9381
1714,978,2023-04-09,unfavourable,Seat belt retractor faulty,93412,2025-04-08,ITV-9389
1715,978,2025-04-08,favourable,,140119,2027-04-08,ITV-9565
1716,981,2024-06-12,favourable,,46050,2026-06-12,ITV-0916
1717,983,2018-05-16,favourable,,97885,2020-05-15,ITV-1759
1718,983,2020-05-15,favourable,,146828,2022-05-15,ITV-2562
1719,983,2022-05-16,unfavourable,Rear shock absorber leaking,195771,2024-05-15,ITV-4346
1720,983,2024-05-15,favourable,,244713,2025-05-15,ITV-4918
1721,983,2025-05-15,favourable,,269185,2026-05-15,ITV-0333
1722,985,2015-09-25,favourable,,36869,2017-09-24,ITV-8137
1723,985,2017-09-24,unfavourable,Suspension bush play,55304,2019-09-24,ITV-5221
1724,985,2019-09-25,favourable,,73739,2021-09-24,ITV-9176
1725,985,2021-09-24,unfavourable,Seat belt retractor faulty,92174,2022-09-24,ITV-7359
1726,985,2022-09-24,favourable,,101391,2023-09-24,ITV-1574
1727,985,2023-09-25,favourable,,110609,2024-09-24,ITV-8993
1728,985,2024-09-24,favourable,,119826,2025-09-24,ITV-9521
1729,987,2021-04-27,negative,Excessive brake imbalance,70310,2023-04-27,ITV-5586
1730,987,2023-04-27,favourable,,105465,2025-04-26,ITV-0726
1731,987,2025-04-27,favourable,,140621,2027-04-27,ITV-2514
1732,988,2024-05-06,favourable,,53766,2026-05-06,ITV-4440
1733,990,2022-05-27,favourable,,43673,2024-05-26,ITV-5877
1734,990,2024-05-26,favourable,,65509,2026-05-26,ITV-7617
1735,991,2020-07-28,favourable,,26633,2022-07-28,ITV-2600
1736,991,2022-07-28,favourable,,39950,2024-07-27,ITV-2142
1737,991,2024-07-28,favourable,,53267,2026-07-28,ITV-0070
1738,992,2018-08-20,unfavourable,Excessive brake imbalance,59940,2020-08-19,ITV-0212
1739,992,2020-08-19,favourable,,89911,2022-08-19,ITV-0768
1740,992,2022-08-20,unfavourable,Faulty dipped beam alignment,119881,2024-08-19,ITV-2216
1741,992,2024-08-19,favourable,,149851,2025-08-19,ITV-0799
1742,993,2022-11-13,favourable,,52058,2024-11-12,ITV-8734
1743,993,2024-11-12,favourable,,78087,2026-11-12,ITV-5421
1744,994,2018-10-22,favourable,,29227,2020-10-21,ITV-3085
1745,994,2020-10-21,unfavourable,Excessive brake imbalance,43840,2022-10-21,ITV-9049
1746,994,2022-10-22,favourable,,58454,2024-10-21,ITV-4843
1747,994,2024-10-21,favourable,,73067,2025-10-21,ITV-9716
1748,997,2024-08-14,favourable,,41830,2026-08-14,ITV-7181
1749,1001,2022-07-13,favourable,,69959,2024-07-12,ITV-3214
1750,1001,2024-07-12,favourable,,104938,2026-07-12,ITV-6536
1751,1003,2025-01-01,unfavourable,Faulty dipped beam alignment,33533,2027-01-01,ITV-0056
1752,1004,2022-11-16,favourable,,57604,2024-11-15,ITV-4397
1753,1004,2024-11-15,unfavourable,Corroded exhaust mounting,86407,2026-11-15,ITV-8952
1754,1005,2018-01-08,favourable,,47301,2020-01-08,ITV-8395
1755,1005,2020-01-08,favourable,,70951,2022-01-07,ITV-4697
1756,1005,2022-01-08,favourable,,94602,2024-01-08,ITV-2388
1757,1005,2024-01-08,unfavourable,Suspension bush play,118252,2025-01-07,ITV-3318
1758,1005,2025-01-07,favourable,,130077,2026-01-07,ITV-1761
1759,1006,2023-01-31,favourable,,92635,2025-01-30,ITV-3723
1760,1006,2025-01-30,favourable,,138953,2027-01-30,ITV-0654
1761,1007,2015-03-29,favourable,,61408,2017-03-28,ITV-2099
1762,1007,2017-03-28,favourable,,92112,2019-03-28,ITV-6728
1763,1007,2019-03-29,unfavourable,Rear shock absorber leaking,122816,2021-03-28,ITV-6116
1764,1007,2021-03-28,unfavourable,Windscreen chip in swept area,153520,2022-03-28,ITV-9209
1765,1007,2022-03-28,favourable,,168872,2023-03-28,ITV-5033
1766,1007,2023-03-29,unfavourable,Excessive steering play,184224,2024-03-28,ITV-0156
1767,1007,2024-03-28,unfavourable,Faulty dipped beam alignment,199576,2025-03-28,ITV-6266
1768,1007,2025-03-28,favourable,,214929,2026-03-28,ITV-1068
1769,1009,2025-01-03,favourable,,68490,2027-01-03,ITV-5344
1770,1010,2017-11-27,favourable,,42060,2019-11-27,ITV-3223
1771,1010,2019-11-27,unfavourable,Worn front tyre below 1.6mm,63090,2021-11-26,ITV-4230
1772,1010,2021-11-27,unfavourable,Corroded exhaust mounting,84120,2023-11-27,ITV-9073
1773,1010,2023-11-27,favourable,,105150,2024-11-26,ITV-0983
1774,1010,2024-11-26,favourable,,115665,2025-11-26,ITV-8305
1775,1012,2021-03-16,favourable,,44093,2023-03-16,ITV-5894
1776,1012,2023-03-16,favourable,,66140,2025-03-15,ITV-1999
1777,1012,2025-03-16,favourable,,88187,2027-03-16,ITV-9005
1778,1014,2021-10-04,unfavourable,Seat belt retractor faulty,69306,2023-10-04,ITV-0399
1779,1014,2023-10-04,favourable,,103959,2025-10-03,ITV-5257
1780,1017,2023-06-09,favourable,,30184,2025-06-08,ITV-0112
1781,1017,2025-06-08,favourable,,45276,2027-06-08,ITV-7851
1782,1019,2019-12-26,favourable,,43263,2021-12-25,ITV-7621
1783,1019,2021-12-25,favourable,,64895,2023-12-25,ITV-3045
1784,1019,2023-12-26,unfavourable,Handbrake efficiency below threshold,86527,2025-12-25,ITV-9714
1785,1021,2018-08-09,favourable,,108142,2020-08-08,ITV-5555
1786,1021,2020-08-08,favourable,,162213,2022-08-08,ITV-6010
1787,1021,2022-08-09,favourable,,216285,2024-08-08,ITV-5345
1788,1021,2024-08-08,favourable,,270356,2025-08-08,ITV-9817
1789,1025,2018-01-21,unfavourable,Rear shock absorber leaking,35819,2020-01-21,ITV-9029
1790,1025,2020-01-21,favourable,,53728,2022-01-20,ITV-3702
1791,1025,2022-01-21,favourable,,71638,2024-01-21,ITV-8008
1792,1025,2024-01-21,favourable,,89548,2025-01-20,ITV-8311
1793,1025,2025-01-20,favourable,,98503,2026-01-20,ITV-2693
1794,1026,2023-07-29,favourable,,47091,2025-07-28,ITV-8719
1795,1028,2022-04-11,favourable,,37595,2024-04-10,ITV-8906
1796,1028,2024-04-10,favourable,,56393,2026-04-10,ITV-3714
1797,1029,2018-03-18,favourable,,40115,2020-03-17,ITV-1186
1798,1029,2020-03-17,favourable,,60173,2022-03-17,ITV-2397
1799,1029,2022-03-18,unfavourable,Emissions above limit,80231,2024-03-17,ITV-5273
1800,1029,2024-03-17,favourable,,100289,2025-03-17,ITV-6689
1801,1029,2025-03-17,favourable,,110318,2026-03-17,ITV-1190
1802,1033,2016-08-23,unfavourable,Corroded exhaust mounting,75033,2018-08-23,ITV-2780
1803,1033,2018-08-23,unfavourable,Excessive brake imbalance,112549,2020-08-22,ITV-6942
1804,1033,2020-08-23,unfavourable,Corroded exhaust mounting,150066,2022-08-23,ITV-3644
1805,1033,2022-08-23,negative,Corroded exhaust mounting,187583,2023-08-23,ITV-7330
1806,1033,2023-08-23,favourable,,206341,2024-08-22,ITV-4590
1807,1033,2024-08-23,favourable,,225099,2025-08-23,ITV-7766
1808,1034,2019-04-02,unfavourable,Suspension bush play,68563,2021-04-01,ITV-0077
1809,1034,2021-04-01,favourable,,102845,2023-04-01,ITV-0930
1810,1034,2023-04-02,favourable,,137127,2025-04-01,ITV-4048
1811,1034,2025-04-01,favourable,,171408,2026-04-01,ITV-2427
1812,1038,2023-01-23,favourable,,84576,2025-01-22,ITV-7733
1813,1038,2025-01-22,favourable,,126864,2027-01-22,ITV-8060
1814,1039,2016-10-14,favourable,,73309,2018-10-14,ITV-6595
1815,1039,2018-10-14,favourable,,109964,2020-10-13,ITV-9073
1816,1039,2020-10-14,favourable,,146619,2022-10-14,ITV-2451
1817,1039,2022-10-14,favourable,,183274,2023-10-14,ITV-0651
1818,1039,2023-10-14,favourable,,201602,2024-10-13,ITV-9296
1819,1039,2024-10-14,favourable,,219929,2025-10-14,ITV-2174
1820,1040,2018-12-15,unfavourable,Excessive steering play,62566,2020-12-14,ITV-7444
1821,1040,2020-12-14,favourable,,93849,2022-12-14,ITV-1884
1822,1040,2022-12-15,favourable,,125132,2024-12-14,ITV-0235
1823,1040,2024-12-14,favourable,,156415,2025-12-14,ITV-7135
1824,1042,2018-03-10,favourable,,28493,2020-03-09,ITV-3556
1825,1042,2020-03-09,favourable,,42740,2022-03-09,ITV-5092
1826,1042,2022-03-10,unfavourable,Excessive brake imbalance,56987,2024-03-09,ITV-3757
1827,1042,2024-03-09,unfavourable,Excessive brake imbalance,71234,2025-03-09,ITV-5052
1828,1042,2025-03-09,favourable,,78357,2026-03-09,ITV-4945
1829,1043,2024-07-19,negative,Handbrake efficiency below threshold,65553,2026-07-19,ITV-2067
1830,1045,2024-11-06,unfavourable,Suspension bush play,67905,2026-11-06,ITV-2035
1831,1047,2024-09-22,favourable,,65412,2026-09-22,ITV-5859
1832,1050,2018-12-14,favourable,,79774,2020-12-13,ITV-8751
1833,1050,2020-12-13,favourable,,119661,2022-12-13,ITV-0433
1834,1050,2022-12-14,favourable,,159548,2024-12-13,ITV-9570
1835,1050,2024-12-13,unfavourable,Emissions above limit,199435,2025-12-13,ITV-2877
1836,1059,2025-03-08,favourable,,55218,2027-03-08,ITV-6201
1837,1062,2016-05-08,unfavourable,Faulty dipped beam alignment,51076,2018-05-08,ITV-2625
1838,1062,2018-05-08,favourable,,76614,2020-05-07,ITV-7502
1839,1062,2020-05-08,favourable,,102152,2022-05-08,ITV-8355
1840,1062,2022-05-08,unfavourable,Excessive brake imbalance,127690,2023-05-08,ITV-7402
1841,1062,2023-05-08,favourable,,140459,2024-05-07,ITV-8832
1842,1062,2024-05-08,favourable,,153228,2025-05-08,ITV-9616
1843,1062,2025-05-08,unfavourable,Corroded exhaust mounting,165997,2026-05-08,ITV-3151
1844,1064,2021-09-20,favourable,,49578,2023-09-20,ITV-6048
1845,1064,2023-09-20,favourable,,74367,2025-09-19,ITV-0269
1846,1068,2019-10-26,favourable,,45848,2021-10-25,ITV-7735
1847,1068,2021-10-25,favourable,,68772,2023-10-25,ITV-7856
1848,1068,2023-10-26,favourable,,91697,2025-10-25,ITV-5413
1849,1072,2021-04-02,unfavourable,Corroded exhaust mounting,58555,2023-04-02,ITV-2064
1850,1072,2023-04-02,favourable,,87833,2025-04-01,ITV-0280
1851,1072,2025-04-02,favourable,,117110,2027-04-02,ITV-9277
1852,1074,2021-06-15,negative,Excessive steering play,77752,2023-06-15,ITV-8817
1853,1074,2023-06-15,favourable,,116629,2025-06-14,ITV-4008
1854,1074,2025-06-15,favourable,,155505,2027-06-15,ITV-0969
1855,1077,2021-09-11,favourable,,37665,2023-09-11,ITV-6304
1856,1077,2023-09-11,favourable,,56498,2025-09-10,ITV-1275
1857,1080,2017-11-10,favourable,,51507,2019-11-10,ITV-3500
1858,1080,2019-11-10,negative,Emissions above limit,77261,2021-11-09,ITV-4016
1859,1080,2021-11-10,favourable,,103015,2023-11-10,ITV-8919
1860,1080,2023-11-10,favourable,,128769,2024-11-09,ITV-1139
1861,1080,2024-11-09,favourable,,141646,2025-11-09,ITV-1764
1862,1081,2023-01-21,favourable,,24446,2025-01-20,ITV-7259
1863,1081,2025-01-20,favourable,,36669,2027-01-20,ITV-3833
1864,1083,2021-12-02,unfavourable,Windscreen chip in swept area,78696,2023-12-02,ITV-8499
1865,1083,2023-12-02,unfavourable,Emissions above limit,118044,2025-12-01,ITV-5288
1866,1084,2023-01-15,favourable,,38181,2025-01-14,ITV-2867
1867,1084,2025-01-14,favourable,,57271,2027-01-14,ITV-7458
1868,1086,2022-11-03,favourable,,74169,2024-11-02,ITV-5892
1869,1086,2024-11-02,favourable,,111254,2026-11-02,ITV-9852
1870,1087,2020-09-26,favourable,,34923,2022-09-26,ITV-6558
1871,1087,2022-09-26,favourable,,52385,2024-09-25,ITV-2866
1872,1087,2024-09-26,favourable,,69847,2026-09-26,ITV-8531
1873,1089,2017-02-07,unfavourable,Handbrake efficiency below threshold,26870,2019-02-07,ITV-8533
1874,1089,2019-02-07,favourable,,40306,2021-02-06,ITV-7068
1875,1089,2021-02-07,favourable,,53741,2023-02-07,ITV-3047
1876,1089,2023-02-07,favourable,,67177,2024-02-07,ITV-5998
1877,1089,2024-02-07,favourable,,73895,2025-02-06,ITV-8774
1878,1089,2025-02-07,favourable,,80612,2026-02-07,ITV-7125
1879,1091,2023-04-01,favourable,,68216,2025-03-31,ITV-2484
1880,1091,2025-03-31,favourable,,102324,2027-03-31,ITV-1123
1881,1096,2018-06-23,unfavourable,Windscreen chip in swept area,7999,2020-06-22,ITV-9917
1882,1096,2020-06-22,favourable,,11999,2022-06-22,ITV-8514
1883,1096,2022-06-23,favourable,,15999,2024-06-22,ITV-3742
1884,1096,2024-06-22,favourable,,19999,2025-06-22,ITV-7990
1885,1096,2025-06-22,favourable,,21999,2026-06-22,ITV-7189
1886,1097,2024-03-03,favourable,,17776,2026-03-03,ITV-2153
1887,1098,2015-12-11,unfavourable,Faulty dipped beam alignment,35372,2017-12-10,ITV-6787
1888,1098,2017-12-10,favourable,,53058,2019-12-10,ITV-9886
1889,1098,2019-12-11,unfavourable,Number plate light inoperative,70744,2021-12-10,ITV-1694
1890,1098,2021-12-10,favourable,,88430,2022-12-10,ITV-8867
1891,1098,2022-12-10,favourable,,97273,2023-12-10,ITV-2776
1892,1098,2023-12-11,favourable,,106116,2024-12-10,ITV-0804
1893,1098,2024-12-10,favourable,,114959,2025-12-10,ITV-9075
1894,1099,2024-10-29,favourable,,58488,2026-10-29,ITV-6464
1895,1101,2015-06-17,favourable,,74185,2017-06-16,ITV-7369
1896,1101,2017-06-16,favourable,,111277,2019-06-16,ITV-5002
1897,1101,2019-06-17,favourable,,148370,2021-06-16,ITV-1487
1898,1101,2021-06-16,negative,Excessive brake imbalance,185463,2022-06-16,ITV-5532
1899,1101,2022-06-16,favourable,,204009,2023-06-16,ITV-0972
1900,1101,2023-06-17,favourable,,222555,2024-06-16,ITV-1127
1901,1101,2024-06-16,favourable,,241102,2025-06-16,ITV-1038
1902,1101,2025-06-16,favourable,,259648,2026-06-16,ITV-8490
1903,1103,2018-02-08,unfavourable,Windscreen chip in swept area,53865,2020-02-08,ITV-4232
1904,1103,2020-02-08,favourable,,80797,2022-02-07,ITV-7330
1905,1103,2022-02-08,favourable,,107730,2024-02-08,ITV-8331
1906,1103,2024-02-08,favourable,,134663,2025-02-07,ITV-3772
1907,1103,2025-02-07,favourable,,148129,2026-02-07,ITV-1117
1908,1104,2019-05-16,favourable,,60392,2021-05-15,ITV-0745
1909,1104,2021-05-15,favourable,,90588,2023-05-15,ITV-4737
1910,1104,2023-05-16,unfavourable,Number plate light inoperative,120784,2025-05-15,ITV-2125
1911,1104,2025-05-15,favourable,,150980,2026-05-15,ITV-4442
1912,1106,2018-08-19,unfavourable,Number plate light inoperative,50930,2020-08-18,ITV-4540
1913,1106,2020-08-18,favourable,,76395,2022-08-18,ITV-1349
1914,1106,2022-08-19,unfavourable,Handbrake efficiency below threshold,101860,2024-08-18,ITV-1350
1915,1106,2024-08-18,favourable,,127325,2025-08-18,ITV-0384
1916,1108,2025-06-16,favourable,,49112,2027-06-16,ITV-8802
1917,1109,2023-04-12,favourable,,59145,2025-04-11,ITV-8445
1918,1109,2025-04-11,favourable,,88718,2027-04-11,ITV-3540
1919,1110,2023-06-06,favourable,,11516,2025-06-05,ITV-6483
1920,1110,2025-06-05,favourable,,17274,2027-06-05,ITV-6634
1921,1114,2023-11-29,favourable,,36078,2025-11-28,ITV-3941
1922,1115,2022-03-17,favourable,,62027,2024-03-16,ITV-5802
1923,1115,2024-03-16,favourable,,93041,2026-03-16,ITV-1591
1924,1116,2023-10-01,favourable,,49890,2025-09-30,ITV-5345
1925,1117,2020-01-14,favourable,,57770,2022-01-13,ITV-4466
1926,1117,2022-01-13,favourable,,86655,2024-01-13,ITV-0586
1927,1117,2024-01-14,favourable,,115541,2026-01-13,ITV-3920
1928,1119,2024-02-21,favourable,,78293,2026-02-20,ITV-3964
1929,1122,2016-02-01,unfavourable,Number plate light inoperative,64233,2018-01-31,ITV-5239
1930,1122,2018-01-31,unfavourable,Faulty dipped beam alignment,96350,2020-01-31,ITV-6881
