id,vin,plate,model_id,year,colour,fuel_type,transmission,engine_cc,power_hp,mileage_km,registered_on
998,ZZCXM9K10NT562118,7081 FHP,12,2022,Blanco,petrol,automatic,1478,107,42291,2022-11-10
999,ZZKK2C9F9MK846015,2167 KFV,51,2021,Plata,petrol,automatic,1432,174,80949,2021-12-24
1000,ZZNTJXVE3SY602465,8383 GXS,46,2025,Blanco,plug_in_hybrid,manual,2366,283,5744,2025-03-11
1001,ZZAZE2AM0JY953882,7307 TZW,55,2018,Negro,hybrid,manual,1288,107,121818,2018-07-13
1002,ZZC0MP0U4MT783819,9844 TKS,69,2021,Gris,diesel,manual,1637,190,64548,2021-07-01
1003,ZZMRLRS91MS003422,5914 BMD,58,2021,Blanco,diesel,manual,1205,95,37665,2021-01-01
1004,ZZABLVAN7JP087329,4935 CYL,43,2018,Blanco,petrol,automatic,1164,94,95338,2018-11-16
1005,ZZHGN95X9ET996674,0360 KYD,11,2014,Plata,plug_in_hybrid,manual,1281,121,135687,2014-01-08
1006,ZZKVY0NH5KL145951,4114 GJV,68,2019,Azul,lpg,manual,1135,116,148496,2019-01-31
1007,ZZGJKLWA9BV887741,9369 JMR,64,2011,Plata,plug_in_hybrid,automatic,1696,221,218859,2011-03-29
1008,ZZBPYFJNXNL595638,6184 VYT,61,2022,Plata,petrol,manual,2315,268,22934,2022-02-14
1009,ZZLZ4R079MJ362591,0653 RPB,65,2021,Gris,hybrid,manual,1073,69,76835,2021-01-03
1010,ZZMDD4ZW8DM049548,4355 PXH,34,2013,Amarillo,diesel,manual,2091,293,121862,2013-11-27
1011,ZZHRAYJV6PS820192,3859 TJX,52,2023,Negro,petrol,manual,1850,230,39103,2023-03-07
1012,ZZM6A4SK9HD819917,4085 TXJ,37,2017,Blanco,petrol,automatic,1743,126,91387,2017-03-16
1013,ZZGRJ2DS2RF277759,5889 CML,30,2024,Verde,diesel,manual,1051,106,8534,2024-11-17
1014,ZZN8PD337HX368978,4335 PCY,39,2017,Blanco,lpg,manual,961,79,134059,2017-10-04
1015,ZZCGP8MG9MY207940,0208 ZBD,66,2021,Azul,petrol,automatic,2346,213,55621,2021-07-22
1016,ZZG2F0S17RG845709,9427 TJL,30,2024,Negro,diesel,manual,1429,100,13145,2024-10-24
1017,ZZKM1ZCC7KF529191,0352 SFC,68,2019,Gris,petrol,manual,1047,92,45721,2019-06-09
1018,ZZJG8XWJ5SA239119,0749 NPC,14,2025,Azul,petrol,manual,2549,256,1488,2025-04-24
1019,ZZFZSBD8XFU354682,3698 GRY,44,2015,Blanco,petrol,manual,1805,121,102874,2015-12-26
1020,ZZCBXZTR1SG832385,0184 XPP,27,2025,Amarillo,petrol,manual,1086,115,1048,2025-05-24
1021,ZZBV9F0P0EJ590595,7289 VZV,8,2014,Gris,petrol,manual,2109,258,294450,2014-08-09
1022,ZZNU84931SV558099,6794 RMB,39,2025,Negro,hybrid,automatic,1187,89,2373,2025-03-30
1023,ZZC2UNE82RW051199,1978 NRY,67,2024,Blanco,hybrid,automatic,1071,101,4409,2024-07-01
1024,ZZM2KYPV9PR359648,3405 NHV,53,2023,Gris,petrol,automatic,1756,284,20280,2023-10-03
1025,ZZKE4BN87EY771256,6355 LKL,68,2014,Plata,electric,automatic,0,103,102432,2014-01-21
1026,ZZBKUJZV9KV098528,9176 JGT,3,2019,Blanco,petrol,manual,1767,136,69718,2019-07-29
1027,ZZDE7HHW9PK096172,1082 WLD,10,2023,Blanco,diesel,automatic,1785,169,31581,2023-12-16
1028,ZZH8P4326JZ325320,5110 NMY,25,2018,Rojo,diesel,automatic,1125,66,67858,2018-04-11
1029,ZZHSCLY76EL996804,8769 VFK,11,2014,Plata,petrol,automatic,1507,120,113181,2014-03-18
1030,ZZH4ZD8N7RG117868,2112 ZFJ,7,2024,Azul,petrol,manual,1079,123,11336,2024-09-15
1031,ZZNFDBWH8SP165813,3043 FGY,46,2025,Plata,petrol,automatic,1675,249,2479,2025-05-14
1032,ZZCSKH7Z4RL839383,6479 HMW,57,2024,Gris,diesel,automatic,1954,138,9129,2024-05-05
1033,ZZNALKW42CJ094509,1803 YZX,29,2012,Azul,diesel,automatic,1444,297,241072,2012-08-23
1034,ZZHYTT381FV442909,5374 CCZ,32,2015,Blanco,hybrid,manual,2952,384,175609,2015-04-02
1035,ZZGPCN0PXSS465799,4620 NWM,16,2025,Rojo,diesel,manual,1828,177,3010,2025-03-23
1036,ZZHM2YGH6SS677195,1039 BKC,52,2025,Blanco,plug_in_hybrid,manual,2259,212,1692,2025-06-27
1037,ZZGLV1A61PB835200,6847 MNL,16,2023,Gris,diesel,automatic,1944,257,22274,2023-11-09
1038,ZZCKWH518KA547738,4000 BFT,69,2019,Gris,diesel,manual,2114,132,136040,2019-01-23
1039,ZZGCTV4E3CE399975,9292 JRS,5,2012,Negro,plug_in_hybrid,manual,909,94,232926,2012-10-14
1040,ZZBMC3773ED635741,0659 ZZK,3,2014,Negro,petrol,automatic,1955,147,164873,2014-12-15
1041,ZZHWEKS7XPK069392,0944 YCY,25,2023,Negro,petrol,automatic,1022,91,34951,2023-10-21
1042,ZZJHPL2W3EV770706,5063 XBR,28,2014,Negro,diesel,automatic,1652,174,80547,2014-03-10
1043,ZZMRVMC40LX188449,2264 BXV,56,2020,Rojo,plug_in_hybrid,manual,1402,198,81078,2020-07-19
1044,ZZML57GR3NB852997,8654 RPL,45,2022,Blanco,plug_in_hybrid,manual,1325,189,58251,2022-08-20
1045,ZZFZN8BL4LV029291,8202 LVD,31,2020,Negro,diesel,manual,2816,375,78875,2020-11-06
1046,ZZHA4BAK6SK613334,4928 BZD,32,2025,Negro,petrol,manual,2632,250,1915,2025-05-13
1047,ZZB8YG1J4LT666076,7766 TPB,24,2020,Blanco,petrol,manual,1345,106,77993,2020-09-22
1048,ZZM2A9464SR444203,9623 PBM,56,2025,Gris,petrol,manual,1863,261,2376,2025-05-06
1049,ZZFJ5XV41RG904898,0026 YYH,31,2024,Plata,diesel,manual,2542,220,7697,2024-12-17
1050,ZZGHA1SU8EX576221,2327 NLT,5,2014,Blanco,diesel,manual,1014,69,210274,2014-12-14
1051,ZZG3NSJF2RD213153,8013 MKC,16,2024,Azul,petrol,automatic,2280,143,19789,2024-06-11
1052,ZZHUMCMC1PL172835,1645 TKY,17,2023,Blanco,petrol,manual,1045,67,35231,2023-02-24
1053,ZZGAHKVH2MB276378,0294 CCT,35,2021,Naranja,diesel,automatic,1611,152,7644,2021-09-03
1054,ZZAW6R953SH951793,1296 HCF,13,2025,Blanco,plug_in_hybrid,automatic,1966,138,3180,2025-02-25
1055,ZZH6YEWS2SJ175034,0737 VPC,70,2025,Plata,petrol,manual,1441,136,1886,2025-05-12
1056,ZZFN8S57XNF439527,0298 NWX,31,2022,Blanco,plug_in_hybrid,automatic,2914,222,68572,2022-05-31
1057,ZZHE6GB95ST430358,0095 DMM,52,2025,Gris,petrol,automatic,1565,156,1672,2025-06-27
1058,ZZMXV3BF2RT926983,5219 GWZ,45,2024,Rojo,diesel,manual,1540,186,5902,2024-12-22
1059,ZZN7VGUG7MG648043,3960 XPP,18,2021,Blanco,petrol,automatic,1906,163,59527,2021-03-08
1060,ZZNYGEYM5PH365139,6023 RYF,46,2023,Blanco,petrol,automatic,2494,183,17849,2023-12-01
1061,ZZAUK8FJ3NJ370919,6294 HXW,55,2022,Gris,hybrid,manual,1170,101,39215,2022-05-02
1062,ZZHCN7N07CV910334,2162 VHN,11,2012,Azul,diesel,manual,1433,162,167842,2012-05-08
1063,ZZFTYBME9NW247250,3492 PWB,31,2022,Gris,diesel,automatic,2030,389,22947,2022-11-12
1064,ZZL2MGME4HU336113,8956 YHW,2,2017,Plata,diesel,manual,989,75,96374,2017-09-20
1065,ZZM93UZH8PN376072,7443 GYW,53,2023,Gris,diesel,manual,1690,145,41077,2023-05-05
1066,ZZD8K9CB0RN934029,5550 MNR,20,2024,Rojo,hybrid,manual,1252,121,29658,2024-01-11
1067,ZZC48MSL1RU398857,0769 RLF,36,2024,Naranja,diesel,manual,2017,242,14820,2024-04-07
1068,ZZJ62DHL2FP346173,1391 PFF,28,2015,Marrón,lpg,automatic,1871,128,110934,2015-10-26
1069,ZZDJKXMR9NH248761,0289 PWJ,10,2022,Blanco,petrol,manual,1474,138,27973,2022-08-02
1070,ZZCLFHV04NR258471,3229 FHY,69,2022,Blanco,diesel,manual,1528,156,47451,2022-01-12
1071,ZZGBTPV69RR608460,1746 XRG,30,2024,Plata,hybrid,manual,1048,102,5884,2024-07-01
1072,ZZKXPUXH6HA398152,5817 DGM,26,2017,Negro,petrol,manual,1617,254,120678,2017-04-02
1073,ZZHDK9U0XSP591122,3616 PWY,70,2025,Negro,diesel,automatic,1955,292,1532,2025-05-13
1074,ZZAW0Y4F0HD831736,2116 YNC,13,2017,Gris,petrol,automatic,1339,157,156304,2017-06-15
1075,ZZH1SZH81RU818003,8942 GTL,17,2024,Gris,diesel,manual,1001,83,19361,2024-01-08
1076,ZZHSD36W8RY449744,9929 LFZ,38,2024,Rojo,petrol,automatic,1861,152,12924,2024-08-20
1077,ZZG7F9XP7HE597219,9770 GVK,5,2017,Gris,plug_in_hybrid,automatic,1189,69,73449,2017-09-11
1078,ZZF1K4TL9PM519668,0717 WZN,31,2023,Amarillo,petrol,manual,2150,314,29052,2023-11-03
1079,ZZJZ50882PZ180798,1620 FNL,23,2023,Blanco,diesel,automatic,1193,118,12761,2023-05-10
1080,ZZNJFD21XDS896056,5796 JKT,63,2013,Azul,diesel,manual,1429,110,149835,2013-11-10
1081,ZZA7Y2ZE2KD154030,4651 ZTS,13,2019,Gris,hybrid,manual,1778,162,39355,2019-01-21
1082,ZZGGN7MS1PJ178966,1719 XJD,30,2023,Verde,diesel,automatic,1310,93,39487,2023-01-07
1083,ZZANALBW2HK449976,0305 PHP,13,2017,Plata,petrol,manual,1524,179,149044,2017-12-02
1084,ZZCX18Z31KB261742,7082 DPZ,69,2019,Gris,diesel,manual,2228,278,61623,2019-01-15
1085,ZZBF0HZ33NV654714,3177 DMR,40,2022,Negro,hybrid,manual,2423,162,50715,2022-03-29
1086,ZZJ19DX8XJR885690,5258 PPR,15,2018,Plata,diesel,manual,2303,184,123413,2018-11-03
1087,ZZC9W9FC8GU733211,6249 ZVL,12,2016,Plata,hybrid,automatic,1379,96,76469,2016-09-26
1088,ZZHJBD422PT717396,1498 GPT,70,2023,Blanco,petrol,manual,1940,197,27978,2023-05-23
1089,ZZNZ2TYA1DT237762,2390 RSM,63,2013,Rojo,petrol,manual,1717,190,83243,2013-02-07
1090,ZZASYJ7P2NF930769,5867 HML,13,2022,Blanco,petrol,automatic,1563,173,14749,2022-11-18
1091,ZZB7EDSH3KM765396,8280 KZG,19,2019,Plata,petrol,manual,1808,119,106550,2019-04-01
1092,ZZJWA3LL6MF556749,4162 SMJ,15,2021,Negro,petrol,manual,1814,270,40848,2021-07-20
1093,ZZBE3KW35NC651118,3251 BPJ,61,2022,Plata,diesel,manual,2352,218,22236,2022-10-24
1094,ZZCJU1HT4NK015584,4434 PMT,69,2022,Blanco,electric,automatic,0,175,34147,2022-04-03
1095,ZZBVUFGR2PA374529,9583 JTR,59,2023,Rojo,electric,automatic,0,126,32601,2023-12-29
1096,ZZF4XX827EJ007907,8142 DZV,33,2014,Gris,plug_in_hybrid,automatic,1753,107,22039,2014-06-23
1097,ZZA020P87LG398910,2778 BTD,55,2020,Negro,petrol,automatic,1125,95,23665,2020-03-03
1098,ZZM8XG5C8BK600852,7481 YPX,58,2011,Negro,diesel,manual,1431,107,119844,2011-12-11
1099,ZZMGV7956LY079657,2756 MZD,56,2020,Gris,petrol,automatic,2372,285,68257,2020-10-29
1100,ZZN63K392SE183459,1915 WRT,9,2025,Negro,diesel,manual,2305,133,2018,2025-06-15
1101,ZZN630V69BS714813,4385 TBK,21,2011,Negro,petrol,manual,1946,133,260334,2011-06-17
1102,ZZBR6GVL0PE815311,1020 WVG,24,2023,Gris,diesel,manual,1467,121,46196,2023-04-08
1103,ZZMAATE22EZ427649,2426 GFD,34,2014,Plata,petrol,automatic,1566,264,153374,2014-02-08
1104,ZZFFYC5J8FN455836,9188 MJL,44,2015,Plata,diesel,automatic,1994,116,152861,2015-05-16
1105,ZZJT49G10PF832420,7538 SYM,23,2023,Rojo,petrol,manual,1340,96,20855,2023-09-06
1106,ZZN2KK1A4EJ287896,0997 BPP,21,2014,Negro,hybrid,manual,1973,137,138324,2014-08-19
1107,ZZC8JLPJ8RT469372,9442 RGJ,36,2024,Gris,petrol,manual,1587,168,22987,2024-05-02
1108,ZZCXXN9J4MY396595,3352 HVT,57,2021,Gris,diesel,automatic,1919,156,49583,2021-06-16
1109,ZZMJ6EE25KX945100,4824 SNB,37,2019,Blanco,diesel,automatic,1732,188,91937,2019-04-12
1110,ZZHSL17XXKY403904,9686 MDS,50,2019,Rojo,plug_in_hybrid,automatic,1488,105,17468,2019-06-06
1111,ZZNHEG39XMA635975,9616 CNP,18,2021,Negro,diesel,manual,1401,179,66357,2021-12-18
1112,ZZMU3DR42PA517913,0615 WJC,45,2023,Blanco,petrol,manual,1736,164,19540,2023-05-23
1113,ZZCB8MPX3PD291874,0555 XMS,57,2023,Negro,petrol,automatic,1803,173,35095,2023-01-12
1114,ZZHVDA0H7KC357524,5831 LRB,50,2019,Plata,petrol,manual,1341,101,50377,2019-11-29
1115,ZZCGKAC45JJ952637,6725 PYJ,12,2018,Blanco,hybrid,automatic,1456,119,113017,2018-03-17
1116,ZZN6H74X8KR719979,2081 YHV,29,2019,Azul,petrol,manual,2473,264,71677,2019-10-01
1117,ZZM4DK6K3GB540633,0218 VWY,34,2016,Gris,petrol,manual,2201,254,136617,2016-01-14
1118,ZZK3ZBY0XPM497172,1647 NFD,51,2023,Azul,diesel,manual,1527,179,24890,2023-05-25
1119,ZZCSHBWF4LM545101,0325 RFH,57,2020,Amarillo,diesel,manual,1393,145,104820,2020-02-21
1120,ZZBW4VL40RL901757,9004 CKZ,61,2024,Azul,petrol,manual,1872,229,12951,2024-11-01
1121,ZZD004AB1NN494938,9701 MFN,10,2022,Blanco,diesel,manual,1449,112,62356,2022-02-01
1122,ZZGSBRV02CX575962,0999 BTG,64,2012,Plata,plug_in_hybrid,manual,1773,195,215344,2012-02-01
1123,ZZBX8PT93DT763589,0046 ZVJ,42,2013,Gris,diesel,manual,1086,128,133285,2013-07-07
1124,ZZC9LY9H3RH593428,4774 VKS,66,2024,Azul,diesel,automatic,2492,167,17044,2024-10-01
1125,ZZHPJAZDXRV464051,8404 PLJ,7,2024,Marrón,diesel,manual,1320,114,3495,2024-10-17
1126,ZZB86XSP6KB137743,0136 DTJ,59,2019,Blanco,petrol,manual,1108,124,47689,2019-09-25
1127,ZZD2KLVP3PL630410,1392 BFH,10,2023,Plata,diesel,manual,1653,180,19659,2023-02-14
1128,ZZF5VZW0XLV252178,4900 LTC,31,2020,Negro,lpg,automatic,2014,246,66454,2020-01-27
1129,ZZJ9WM4Y2PC748352,9091 BZX,14,2023,Negro,diesel,manual,2375,279,17215,2023-05-20
1130,ZZFH4M9J9DP718910,3972 TWC,44,2013,Blanco,petrol,automatic,1917,158,198421,2013-08-20
1131,ZZLUT6RH1EG362302,8711 MVH,22,2014,Amarillo,diesel,automatic,2123,187,118922,2014-03-08
1132,ZZHWZ3BY8RF227999,1308 RXM,52,2024,Gris,petrol,manual,2177,152,9983,2024-05-20
1133,ZZFXCGEV6BC338307,5609 JTT,44,2011,Gris,diesel,manual,1388,137,199986,2011-04-08
1134,ZZGTG4356FL923782,2562 YFN,5,2015,Blanco,petrol,automatic,1183,82,199145,2015-01-25
1135,ZZC6RL0E6PF930545,5252 PRK,67,2023,Naranja,petrol,manual,1326,97,29262,2023-10-01
1136,ZZCWDNLX0PH033457,9390 LWL,67,2023,Verde,diesel,manual,1487,114,30837,2023-04-27
1137,ZZM8DR858HE148717,7875 TBY,56,2017,Negro,hybrid,automatic,2181,282,160209,2017-04-11
1138,ZZM7SMH29NS777300,6300 PKR,37,2022,Plata,diesel,manual,1478,138,57227,2022-08-07
1139,ZZC5UGS3XNH815266,7796 MHF,66,2022,Rojo,diesel,manual,2083,164,69944,2022-02-06
1140,ZZMRX2TF3DU477778,6582 BDD,34,2013,Blanco,diesel,automatic,2290,294,267225,2013-04-28
1141,ZZDKCTK82LR120373,2485 LGJ,62,2020,Blanco,diesel,manual,1988,128,116597,2020-07-07
1142,ZZGM5KEM1NR722127,9587 ZVS,30,2022,Amarillo,diesel,manual,1272,108,66558,2022-09-26
1143,ZZCR1CRL4PE253104,9139 NJB,36,2023,Blanco,petrol,manual,1952,273,26616,2023-05-08
1144,ZZHRFG3XXFC798801,1647 GNM,70,2015,Plata,petrol,manual,1507,248,169446,2015-07-29
1145,ZZFEBYJW7JX437112,4829 TJP,49,2018,Gris,diesel,manual,1252,146,120027,2018-09-23
1146,ZZK7D0H60LE933914,7392 ZFV,26,2020,Marrón,diesel,automatic,2357,225,84675,2020-02-26
1147,ZZBZ6JHB8AL569739,9542 SDH,8,2010,Negro,diesel,manual,1706,262,249880,2010-08-20
1148,ZZB1YZWLXKV634422,3847 YJB,40,2019,Azul,petrol,automatic,1888,141,85530,2019-01-19
1149,ZZL4LALB6ME815704,1459 WZM,65,2021,Blanco,diesel,manual,1181,75,71572,2021-07-13
1150,ZZMW2M32XNY876126,1393 TTD,45,2022,Negro,lpg,manual,1930,146,9143,2022-12-11
1151,ZZFH35E3XLT722065,9433 VMZ,31,2020,Gris,hybrid,manual,2716,376,106794,2020-05-22
1152,ZZFGJY472HV861836,0527 MZR,49,2017,Azul,electric,manual,0,137,106524,2017-03-16
1153,ZZAE61C7XJA810556,6671 ZCC,43,2018,Plata,electric,automatic,0,88,49281,2018-07-07
1154,ZZCE8D6X2RP309149,9365 YXR,27,2024,Rojo,petrol,manual,1185,99,16068,2024-05-15
1155,ZZHH4B2U4NA274100,0447 SVP,52,2022,Plata,plug_in_hybrid,manual,2413,246,39959,2022-08-25
1156,ZZCE8MK98LS708031,6500 YDC,69,2020,Azul,diesel,manual,1836,279,40388,2020-06-19
1157,ZZFSNM6B6HH951126,3647 RJR,33,2017,Plata,hybrid,automatic,1710,143,179354,2017-09-12
1158,ZZD0S8VC5RL366806,5023 TWS,62,2024,Verde,petrol,manual,2025,163,7879,2024-01-13
1159,ZZB379J23SM426527,6337 XSV,59,2025,Plata,hybrid,manual,1343,109,2022,2025-05-04
1160,ZZA695S08KJ909806,6975 RXW,13,2019,Gris,petrol,manual,1483,179,121898,2019-05-13
1161,ZZHP1J228BS716394,2246 WNR,1,2011,Rojo,hybrid,automatic,1672,288,325735,2011-11-08
1162,ZZL157ZUXFC346625,2179 ZXV,22,2015,Negro,petrol,manual,2169,262,88868,2015-05-24
1163,ZZBTWHU90DZ470948,3207 XLX,42,2013,Gris,hybrid,manual,1437,91,203598,2013-11-30
1164,ZZA56X8G6FX430615,8567 XGT,43,2015,Gris,electric,manual,0,82,156160,2015-05-15
1165,ZZCBNS253JM543097,8108 FWL,12,2018,Verde,diesel,automatic,1337,118,143535,2018-06-03
1166,ZZHYT1LT2CD151961,2348 PGG,1,2012,Blanco,diesel,automatic,2183,168,114505,2012-09-25
1167,ZZJVC5FN2NC557561,0489 GGF,14,2022,Plata,diesel,manual,2761,279,46526,2022-02-24
1168,ZZA3Z2V16GV834951,2034 MVK,43,2016,Plata,petrol,manual,939,90,126019,2016-03-14
1169,ZZKX35F60PE437505,5109 BWV,51,2023,Blanco,hybrid,automatic,1323,182,11275,2023-07-04
1170,ZZNTZT4LXPG950438,8337 PTD,46,2023,Rojo,petrol,manual,1891,170,15431,2023-08-10
1171,ZZAS4VTL9GG022726,0590 NYR,13,2016,Rojo,lpg,manual,1511,183,179350,2016-08-10
1172,ZZDYZDDY3NX603509,2313 WKV,10,2022,Rojo,plug_in_hybrid,manual,1340,131,61936,2022-06-22
1173,ZZK9LWPMXEM958858,8555 XZV,26,2014,Blanco,diesel,manual,1719,218,195608,2014-02-06
1174,ZZJ1XLAS9CY635211,1511 SXF,15,2012,Plata,petrol,automatic,1852,235,290206,2012-05-22
1175,ZZBULZW9XPE354975,1070 NXF,24,2023,Plata,petrol,manual,1107,130,31967,2023-01-22
1176,ZZHGN042XEM146645,2765 FSX,70,2014,Negro,diesel,manual,1833,174,95176,2014-09-22
1177,ZZGWAR585BV567584,0655 MSC,64,2011,Blanco,hybrid,manual,1764,263,170548,2011-07-09
1178,ZZCWDDSC4DP457279,5041 JHC,27,2013,Plata,diesel,manual,1431,120,86358,2013-03-21
1179,ZZHU99HB1RU414932,2666 KJV,38,2024,Marrón,hybrid,manual,1668,123,14154,2024-06-27
1180,ZZC4D0SW2KU483615,4558 CGP,27,2019,Negro,diesel,manual,1336,112,82883,2019-06-15
1181,ZZCU4NKJ2SK155267,3410 MDN,66,2025,Plata,diesel,manual,2314,244,9066,2025-02-09
1182,ZZFA8ZC55EV645160,9599 BPX,44,2014,Azul,petrol,manual,1761,121,148969,2014-05-27
1183,ZZGZKTB30SX738276,6384 GCW,48,2025,Rojo,lpg,manual,1754,288,2238,2025-05-02
1184,ZZN2MN6S1EU088848,1799 PZP,21,2014,Plata,petrol,manual,1902,159,139753,2014-12-09
1185,ZZH72BP70CL192452,3994 RLZ,1,2012,Negro,plug_in_hybrid,manual,2333,222,91121,2012-10-18
1186,ZZA415RG1LK130714,5574 KRX,55,2020,Azul,petrol,automatic,1026,95,83213,2020-12-03
1187,ZZCLZ1PT6LU170702,6493 BWY,66,2020,Azul,petrol,automatic,2411,155,76711,2020-04-26
1188,ZZG8JML17CH654341,2892 HBS,64,2012,Plata,hybrid,manual,2083,155,257276,2012-12-23
1189,ZZL6785B2PT194724,3618 JGP,60,2023,Blanco,diesel,automatic,1466,109,50937,2023-01-05
1190,ZZBU73L74PM754492,9397 DFW,24,2023,Blanco,diesel,manual,1358,94,20886,2023-04-20
1191,ZZH218T28KK790822,8358 YLH,25,2019,Gris,diesel,automatic,905,91,84203,2019-10-30
1192,ZZH0BE902SU884711,2759 PVP,50,2025,Gris,diesel,manual,1436,99,889,2025-05-30
1193,ZZJDTP273NN613686,6193 LBH,14,2022,Gris,petrol,manual,2965,335,61955,2022-06-03
1194,ZZM8B2LS2LG776263,3447 JTK,37,2020,Verde,hybrid,automatic,1873,174,39372,2020-06-12
1195,ZZBR10CH7RN663812,1958 JSV,59,2024,Amarillo,diesel,manual,1283,104,21776,2024-04-19
1196,ZZD08X917MU345685,1652 BBP,47,2021,Negro,petrol,automatic,1905,280,52544,2021-02-26
1197,ZZLF39GN6HR441962,6963 JKM,2,2017,Blanco,diesel,automatic,1101,93,114699,2017-01-24
1198,ZZB5DMXS4NS353678,6397 GGB,24,2022,Blanco,diesel,manual,1091,111,34732,2022-06-09
1199,ZZH6ZCT44PS625923,3333 LZK,7,2023,Blanco,diesel,manual,1385,118,11661,2023-04-21
1200,ZZNAYY156RJ572475,7116 LXY,29,2024,Negro,petrol,manual,1834,164,9221,2024-10-30
1201,ZZNLBYU45HS706835,5675 HGG,39,2017,Rojo,diesel,manual,1075,68,108814,2017-07-23
1202,ZZG0Z0YB4JN027529,6389 TFS,48,2018,Blanco,diesel,manual,2077,182,60163,2018-11-20
1203,ZZNSF27PXNG603623,8935 PFS,9,2022,Rojo,petrol,automatic,2300,292,59451,2022-06-29
1204,ZZDB2BVY6DA225359,6786 VBT,47,2013,Gris,electric,manual,0,254,163028,2013-11-07
1205,ZZM1WN2J6ND423318,9995 MLC,53,2022,Gris,diesel,manual,2092,286,27321,2022-08-26
1206,ZZHTZ4S44JY004485,8244 HDN,50,2018,Verde,hybrid,manual,1258,104,144111,2018-01-31
1207,ZZJRSMDG1LB966317,2378 ZJK,28,2020,Blanco,plug_in_hybrid,automatic,1745,170,70196,2020-07-01
1208,ZZF4UGKE2EN942157,5136 HFD,44,2014,Blanco,electric,manual,0,110,110443,2014-06-18
1209,ZZJ6RJAB0MA849048,6830 PTR,23,2021,Amarillo,petrol,automatic,1411,93,77490,2021-01-01
1210,ZZJ7AWXL0MS302543,3717 TDB,28,2021,Verde,electric,automatic,0,148,60301,2021-04-02
1211,ZZH4CUNM6RH708491,8387 BZJ,7,2024,Plata,petrol,manual,1079,98,14725,2024-06-30
1212,ZZN0E1TF8KW688027,0405 NCC,63,2019,Blanco,petrol,automatic,1664,161,39748,2019-12-20
1213,ZZL4PJCP1JC371316,2818 GRJ,2,2018,Gris,petrol,manual,1131,86,34035,2018-12-06
1214,ZZGUYGTY2DV818364,2295 LLL,5,2013,Blanco,petrol,automatic,1183,91,202346,2013-03-27
1215,ZZDUG25A4NW656171,4357 WPB,10,2022,Blanco,hybrid,automatic,1246,144,15592,2022-01-28
1216,ZZBE41U40LK400903,9963 WCJ,19,2020,Blanco,diesel,manual,1413,147,55728,2020-08-27
1217,ZZCHZDBSXLX424464,7590 KGS,12,2020,Gris,petrol,automatic,1232,130,49715,2020-11-21
1218,ZZBUX6AR5KA728936,7811 LFM,3,2019,Blanco,hybrid,manual,1541,122,94955,2019-05-16
1219,ZZHVCATFXEE052413,9707 XNW,11,2014,Blanco,petrol,manual,1728,122,184766,2014-10-18
1220,ZZBZK1P82MF695258,2740 BCB,24,2021,Azul,petrol,manual,1418,120,79717,2021-03-20
1221,ZZHEU66D0FR130602,1243 CRL,32,2015,Plata,plug_in_hybrid,automatic,2586,386,208834,2015-12-02
1222,ZZJX4KMLXFR327190,6937 PND,28,2015,Marrón,petrol,automatic,1997,178,154777,2015-03-08
1223,ZZFNJ06T4NS380843,0225 GSY,31,2022,Blanco,petrol,automatic,2050,257,41945,2022-03-18
1224,ZZFFV78Z5CK999516,4084 NWM,44,2012,Rojo,diesel,manual,1660,147,136316,2012-05-13
1225,ZZF0BHBS8GR093406,5842 MRJ,33,2016,Blanco,petrol,manual,1713,146,231402,2016-06-16
1226,ZZARFYJM1LT257547,2601 RHJ,43,2020,Gris,petrol,manual,941,83,83019,2020-03-17
1227,ZZHM6DM47CR127737,7361 WDX,11,2012,Plata,hybrid,manual,1379,114,235489,2012-12-21
1228,ZZB3ETDH3PF498892,6985 YKH,59,2023,Blanco,petrol,manual,1230,113,20123,2023-05-09
1229,ZZHVPXN29EJ635158,4242 FKN,11,2014,Blanco,petrol,manual,1557,110,184602,2014-03-11
1230,ZZL1AXCF4PC846660,0807 ZWB,22,2023,Blanco,diesel,manual,2134,152,20354,2023-09-13
1231,ZZKR8YKS8PD027961,8425 PLX,51,2023,Marrón,petrol,manual,1519,165,13860,2023-11-26
1232,ZZCKSNXY6ES351526,3401 ZLG,12,2014,Blanco,petrol,manual,1473,104,263432,2014-03-07
1233,ZZDKWSR81PW500707,2718 YKX,62,2023,Blanco,diesel,automatic,2125,126,16956,2023-06-06
1234,ZZA54R5AXNY077421,0201 FWL,13,2022,Blanco,diesel,manual,1450,149,40422,2022-11-30
1235,ZZCMD4F65CJ354353,3013 TDB,27,2012,Rojo,petrol,manual,1025,98,279647,2012-11-14
1236,ZZGV939M3SM838317,8465 DRP,30,2025,Plata,petrol,manual,1489,129,2000,2025-03-24
1237,ZZB2KCYC0ES204856,6169 TSB,54,2014,Verde,petrol,manual,2471,247,161718,2014-02-23
1238,ZZF26E2L3FC025889,6310 RYW,44,2015,Gris,lpg,manual,1312,123,188603,2015-12-30
1239,ZZCZRF8W7AD200397,5212 RJV,6,2010,Negro,plug_in_hybrid,manual,1611,117,255838,2010-02-01
1240,ZZNLWBSP1CS611860,6474 CNZ,63,2012,Plata,diesel,manual,1529,163,126228,2012-09-23
1241,ZZDNLMDY2NT128883,4058 SVK,10,2022,Azul,diesel,automatic,1285,185,45050,2022-11-15
1242,ZZBZGAC3XAV475332,7429 STV,42,2010,Negro,hybrid,manual,1382,126,326285,2010-03-13
